,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1,0.33,0.8,0.6,0.1103,1,0.4,"(0.33, 0.8, 0.8)","(1, 0.4, 0.6)",,left,0,1.329
1,2023-12-07_14h23.24.514,41,21,Female,0.6,0.1216,1.0,1.0,0.8,0.1103,1,0.6,"(1, 1, 0.6)","(1, 0.6, 0.8)",,left,1,0.3811
2,2023-12-07_14h23.24.514,41,21,Female,0.6,0.134,1.0,0.4,0.6,0.1158,1,1.0,"(1, 0.4, 0.6)","(1, 1, 0.6)",,right,0,0.2692
3,2023-12-07_14h23.24.514,41,21,Female,0.6,0.1276,0.67,0.4,1.0,0.1477,1,0.8,"(0.67, 0.4, 0.6)","(1, 0.8, 1)",,left,0,0.2802
4,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1407,1.0,1.0,0.4,0.105,0.67,0.6,"(1, 1, 0.8)","(0.67, 0.6, 0.4)",,left,1,0.2397
5,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1477,0.67,0.4,0.8,0.1103,1,0.6,"(0.67, 0.4, 0.8)","(1, 0.6, 0.8)",,right,0,0.153
6,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1103,0.33,0.6,1.0,0.1407,0.67,0.8,"(0.33, 0.6, 0.8)","(0.67, 0.8, 1)",,right,1,0.3475
7,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1158,0.67,0.6,0.4,0.1103,0.67,1.0,"(0.67, 0.6, 0.8)","(0.67, 1, 0.4)",,left,1,0.325
8,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1158,0.67,0.6,1.0,0.1216,1,1.0,"(0.67, 0.6, 0.8)","(1, 1, 1)",,right,1,0.3018
9,2023-12-07_14h23.24.514,41,21,Female,0.4,0.1407,1.0,0.8,0.6,0.1216,0.67,0.6,"(1, 0.8, 0.4)","(0.67, 0.6, 0.6)",,left,1,0.2264
10,2023-12-07_14h23.24.514,41,21,Female,0.4,0.1407,0.33,1.0,1.0,0.1158,0.67,0.8,"(0.33, 1, 0.4)","(0.67, 0.8, 1)",,left,1,0.2438
11,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1551,0.67,0.6,0.6,0.1158,0.67,0.6,"(0.67, 0.6, 0.8)","(0.67, 0.6, 0.6)",,left,1,0.225
12,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1103,0.67,0.8,0.6,0.1,1,1.0,"(0.67, 0.8, 0.8)","(1, 1, 0.6)",,right,0,0.2551
13,2023-12-07_14h23.24.514,41,21,Female,0.6,0.1276,1.0,0.8,1.0,0.1216,0.67,1.0,"(1, 0.8, 0.6)","(0.67, 1, 1)",,left,1,0.3363
14,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1,1.0,0.8,1.0,0.1216,1,1.0,"(1, 0.8, 0.8)","(1, 1, 1)",,right,1,0.2827
15,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1158,0.67,0.6,0.4,0.1551,0.33,1.0,"(0.67, 0.6, 0.8)","(0.33, 1, 0.4)",,right,1,0.2752
16,2023-12-07_14h23.24.514,41,21,Female,0.4,0.1158,0.33,1.0,0.8,0.1551,1,0.6,"(0.33, 1, 0.4)","(1, 0.6, 0.8)",,right,1,0.3706
17,2023-12-07_14h23.24.514,41,21,Female,0.6,0.1103,0.67,0.8,0.4,0.1216,0.67,0.6,"(0.67, 0.8, 0.6)","(0.67, 0.6, 0.4)",,right,1,0.426
18,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1407,0.67,1.0,0.4,0.1,0.33,0.8,"(0.67, 1, 0.8)","(0.33, 0.8, 0.4)",,left,1,0.2084
19,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1158,1.0,0.8,1.0,0.1407,0.33,1.0,"(1, 0.8, 0.8)","(0.33, 1, 1)",,right,1,0.175
20,2023-12-07_14h23.24.514,41,21,Female,1.0,0.1,0.67,1.0,0.6,0.1407,1,1.0,"(0.67, 1, 1)","(1, 1, 0.6)",,right,1,0.3369
21,2023-12-07_14h23.24.514,41,21,Female,0.4,0.1216,0.33,0.4,1.0,0.1216,1,1.0,"(0.33, 0.4, 0.4)","(1, 1, 1)",,left,0,0.324
22,2023-12-07_14h23.24.514,41,21,Female,0.8,0.1276,0.33,0.4,0.4,0.1276,0.67,0.4,"(0.33, 0.4, 0.8)","(0.67, 0.4, 0.4)",,left,0,0.6332
23,2023-12-07_14h23.24.514,41,21,Female,0.6,0.1216,0.33,0.6,1.0,0.1158,0.33,1.0,"(0.33, 0.6, 0.6)","(0.33, 1, 1)",,left,1,0.3287
