,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_14h26.13.697,42,21,Male,0.6,0.1477,0.67,0.6,0.6,0.1477,0.33,1,"(0.67, 0.6, 0.6)","(0.33, 1, 0.6)",,left,0,9.0235
1,2023-12-07_14h26.13.697,42,21,Male,0.4,0.105,0.67,0.8,0.6,0.1276,0.33,0.8,"(0.67, 0.8, 0.4)","(0.33, 0.8, 0.6)",,right,1,1.438
2,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1407,1.0,0.4,0.6,0.1216,1.0,1,"(1, 0.4, 1)","(1, 1, 0.6)",,left,1,0.9787
3,2023-12-07_14h26.13.697,42,21,Male,0.8,0.134,0.33,0.8,0.8,0.1103,0.33,0.8,"(0.33, 0.8, 0.8)","(0.33, 0.8, 0.8)",,left,1,0.7387
4,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1407,0.67,0.8,0.8,0.1,0.33,0.4,"(0.67, 0.8, 1)","(0.33, 0.4, 0.8)",,left,1,0.9616
5,2023-12-07_14h26.13.697,42,21,Male,0.8,0.1103,0.67,0.8,1.0,0.1216,0.33,0.6,"(0.67, 0.8, 0.8)","(0.33, 0.6, 1)",,right,1,1.1948
6,2023-12-07_14h26.13.697,42,21,Male,0.6,0.1407,0.67,1.0,0.6,0.1276,0.33,1,"(0.67, 1, 0.6)","(0.33, 1, 0.6)",,left,1,0.6318
7,2023-12-07_14h26.13.697,42,21,Male,0.8,0.1216,1.0,0.4,0.4,0.1276,1.0,0.8,"(1, 0.4, 0.8)","(1, 0.8, 0.4)",,right,1,1.1049
8,2023-12-07_14h26.13.697,42,21,Male,1.0,0.134,1.0,1.0,0.4,0.1158,1.0,1,"(1, 1, 1)","(1, 1, 0.4)",,left,1,0.6675
9,2023-12-07_14h26.13.697,42,21,Male,0.4,0.134,1.0,0.4,0.8,0.1477,1.0,0.4,"(1, 0.4, 0.4)","(1, 0.4, 0.8)",,right,1,0.5925
10,2023-12-07_14h26.13.697,42,21,Male,0.8,0.1407,0.67,0.6,0.6,0.1,0.33,0.4,"(0.67, 0.6, 0.8)","(0.33, 0.4, 0.6)",,left,1,0.6506
11,2023-12-07_14h26.13.697,42,21,Male,0.4,0.1477,0.33,0.6,0.8,0.105,0.33,1,"(0.33, 0.6, 0.4)","(0.33, 1, 0.8)",,left,1,0.4839
12,2023-12-07_14h26.13.697,42,21,Male,0.8,0.1158,0.33,0.6,0.6,0.1276,0.67,0.8,"(0.33, 0.6, 0.8)","(0.67, 0.8, 0.6)",,right,1,0.4068
13,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1103,1.0,0.4,0.6,0.1158,0.67,0.8,"(1, 0.4, 1)","(0.67, 0.8, 0.6)",,right,1,0.64
14,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1407,0.67,1.0,0.6,0.1103,1.0,0.8,"(0.67, 1, 1)","(1, 0.8, 0.6)",,left,1,0.3807
15,2023-12-07_14h26.13.697,42,21,Male,0.8,0.1216,0.67,0.4,1.0,0.1103,0.67,1,"(0.67, 0.4, 0.8)","(0.67, 1, 1)",,left,1,0.8421
16,2023-12-07_14h26.13.697,42,21,Male,0.6,0.105,0.33,0.8,0.8,0.134,0.33,0.4,"(0.33, 0.8, 0.6)","(0.33, 0.4, 0.8)",,right,1,0.4227
17,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1103,0.67,1.0,1.0,0.1158,0.33,0.6,"(0.67, 1, 1)","(0.33, 0.6, 1)",,right,1,0.4907
18,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1,0.67,0.4,0.8,0.1103,0.67,0.8,"(0.67, 0.4, 1)","(0.67, 0.8, 0.8)",,right,1,0.6495
19,2023-12-07_14h26.13.697,42,21,Male,1.0,0.1276,1.0,0.6,0.6,0.1216,1.0,0.4,"(1, 0.6, 1)","(1, 0.4, 0.6)",,left,1,0.4395
20,2023-12-07_14h26.13.697,42,21,Male,0.6,0.1103,1.0,1.0,0.8,0.1103,0.67,0.6,"(1, 1, 0.6)","(0.67, 0.6, 0.8)",,left,0,1.2024
21,2023-12-07_14h26.13.697,42,21,Male,0.4,0.1477,1.0,0.6,0.8,0.1158,1.0,1,"(1, 0.6, 0.4)","(1, 1, 0.8)",,left,1,0.5007
22,2023-12-07_14h26.13.697,42,21,Male,0.6,0.1276,0.33,0.4,1.0,0.1551,0.33,0.8,"(0.33, 0.4, 0.6)","(0.33, 0.8, 1)",,right,1,0.6693
