,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_13h03.09.422,5,,Female,0.8490228491066343,0.10155868541343034,0.8741047096535672,0.6402953280056913,0.15795612690803434,0.8759626596084844,0,left,0,0.8992720409987669,"(0.8490228491066343, 0.0384588738696058, 0.650735995910552)","(0.6402953280056913, 0.27424357897410506, 0.5466680913473483)"
1,2023-12-01_13h03.09.422,5,,Female,0.8959141741967214,0.14895041285683697,0.7276670460083405,0.869760335770752,0.16387683699340477,0.6762852757108233,0,left,0,0.432807707999018,"(0.38764791166523005, 0.09422949406116576, 0.8959141741967214)","(0.3602285993574106, 0.3290216768246242, 0.869760335770752)"
2,2023-12-01_13h03.09.422,5,,Female,0.7958152687219808,0.15321173713583486,0.02765429689003085,0.7670711005137365,0.10823440398149003,0.7224527174817865,0,left,1,0.5778271249982936,"(0.7958152687219808, 0.23251707772957425, 0.12045787439140132)","(0.405904182018286, 0.22419454852470205, 0.7670711005137365)"
3,2023-12-01_13h03.09.422,5,,Female,0.861275308991649,0.14575455644472612,0.07967114017745858,0.9698347078995639,0.10985856431787877,0.5824839575175229,0,left,1,0.8408099170010246,"(0.861275308991649, 0.6200078144359364, 0.3990532762575059)","(0.2182337950664054, 0.5978646013139938, 0.9698347078995639)"
4,2023-12-01_13h03.09.422,5,,Female,0.9710734620252612,0.10977026878991158,0.8624962571928564,0.6840065751727815,0.13605251975262433,0.983919582964369,0,right,1,0.3089642500017362,"(0.9710734620252612, 0.24753914793801587, 0.8444712053563899)","(0.6840065751727815, 0.2394383176038724, 0.2823313754989437)"
5,2023-12-01_13h03.09.422,5,,Female,0.9062027058651351,0.16338953647727864,0.5592708701670577,0.6291830583418225,0.10379193561591327,0.9657266937450246,0,left,1,0.2703983339997649,"(0.29810489707231486, 0.689947788222146, 0.9062027058651351)","(0.6291830583418225, 0.07574042662545197, 0.18955027949370026)"
6,2023-12-01_13h03.09.422,5,,Female,0.9886266140568214,0.16983510109676808,0.44300558966934744,0.6471949205901063,0.12788448887389545,0.7364239871969456,0,left,1,0.25197379200108116,"(0.19081182244543782, 0.9886266140568214, 0.7158007124510419)","(0.40092297058585286, 0.22365140660392446, 0.6471949205901063)"
7,2023-12-01_13h03.09.422,5,,Female,0.8570904681269647,0.13706653674631153,0.6134595358291542,0.6628897001074484,0.1443541122861849,0.5935100824872412,0,right,1,0.5733959579993098,"(0.36215763131356027, 0.5201613685382321, 0.8570904681269647)","(0.26383261868985475, 0.43899453650458686, 0.6628897001074484)"
8,2023-12-01_13h03.09.422,5,,Female,0.7728629651583292,0.12741026677228817,0.957260242161356,0.6346688785683325,0.13648318894399197,0.8392479088858091,0,right,1,0.3927501250000205,"(0.7728629651583292, 0.21838932423346624, 0.3605777390797058)","(0.6346688785683325, 0.10600142129938528, 0.6159078168594178)"
9,2023-12-01_13h03.09.422,5,,Female,0.792837557119133,0.19317443454646469,0.8518185097758809,0.6437932393813567,0.11168152984251671,0.5608605090085023,0,left,1,0.2674632090020168,"(0.792837557119133, 0.14094432913579374, 0.7205353890732893)","(0.04713775786823326, 0.4259167015357466, 0.6437932393813567)"
