,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_14h29.35.564,43,20,Male,0.4,0.134,1,0.8,0.4,0.1276,0.33,0.6,"(1, 0.8, 0.4)","(0.33, 0.6, 0.4)",,left,1,2.0998
1,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1551,1,0.4,0.4,0.1477,0.67,0.8,"(1, 0.4, 0.6)","(0.67, 0.8, 0.4)",,left,1,1.3709
2,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1551,0.33,1.0,1.0,0.1216,0.67,0.8,"(0.33, 1, 0.8)","(0.67, 0.8, 1)",,left,1,0.6435
3,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1216,0.33,0.4,0.4,0.1158,0.33,0.6,"(0.33, 0.4, 0.6)","(0.33, 0.6, 0.4)",,right,0,1.2187
4,2023-12-07_14h29.35.564,43,20,Male,0.6,0.134,1,0.4,1.0,0.1551,1.0,0.6,"(1, 0.4, 0.6)","(1, 0.6, 1)",,right,1,0.6914
5,2023-12-07_14h29.35.564,43,20,Male,0.4,0.105,0.33,0.8,0.8,0.1158,0.33,1.0,"(0.33, 0.8, 0.4)","(0.33, 1, 0.8)",,right,1,1.3786
6,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1477,0.67,1.0,1.0,0.1477,0.67,1.0,"(0.67, 1, 0.6)","(0.67, 1, 1)",,left,0,0.6371
7,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1,0.67,0.4,0.6,0.105,1.0,0.6,"(0.67, 0.4, 1)","(1, 0.6, 0.6)",,left,0,2.4819
8,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1276,0.67,0.6,0.4,0.1477,1.0,0.8,"(0.67, 0.6, 0.6)","(1, 0.8, 0.4)",,right,1,0.8194
9,2023-12-07_14h29.35.564,43,20,Male,0.4,0.1477,1,1.0,1.0,0.1551,0.67,0.6,"(1, 1, 0.4)","(0.67, 0.6, 1)",,right,1,2.6987
10,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1158,1,1.0,0.4,0.1158,1.0,0.8,"(1, 1, 0.8)","(1, 0.8, 0.4)",,right,0,1.7334
11,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1,0.67,1.0,0.4,0.1407,0.67,0.6,"(0.67, 1, 1)","(0.67, 0.6, 0.4)",,right,1,0.5023
12,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1216,0.67,0.4,0.8,0.105,0.67,1.0,"(0.67, 0.4, 0.8)","(0.67, 1, 0.8)",,left,1,0.5113
13,2023-12-07_14h29.35.564,43,20,Male,1.0,0.105,0.67,0.6,0.4,0.1103,0.67,1.0,"(0.67, 0.6, 1)","(0.67, 1, 0.4)",,right,1,0.4484
14,2023-12-07_14h29.35.564,43,20,Male,0.4,0.105,0.33,1.0,0.8,0.1,1.0,0.8,"(0.33, 1, 0.4)","(1, 0.8, 0.8)",,left,1,0.3565
15,2023-12-07_14h29.35.564,43,20,Male,0.4,0.1276,0.33,0.4,1.0,0.1276,1.0,0.6,"(0.33, 0.4, 0.4)","(1, 0.6, 1)",,left,0,1.1695
16,2023-12-07_14h29.35.564,43,20,Male,0.6,0.105,0.67,0.8,0.4,0.1477,0.33,0.4,"(0.67, 0.8, 0.6)","(0.33, 0.4, 0.4)",,right,1,0.4566
17,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1477,0.67,0.4,1.0,0.1216,1.0,0.8,"(0.67, 0.4, 0.6)","(1, 0.8, 1)",,left,1,0.4131
18,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1276,0.67,0.4,0.6,0.105,0.33,1.0,"(0.67, 0.4, 0.8)","(0.33, 1, 0.6)",,left,1,0.4663
19,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1103,0.67,1.0,1.0,0.1407,0.33,0.6,"(0.67, 1, 0.8)","(0.33, 0.6, 1)",,right,1,0.4474
20,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1551,0.67,1.0,0.8,0.1477,0.33,0.4,"(0.67, 1, 0.8)","(0.33, 0.4, 0.8)",,left,1,0.6176
21,2023-12-07_14h29.35.564,43,20,Male,0.4,0.1407,0.33,1.0,0.4,0.1407,0.67,1.0,"(0.33, 1, 0.4)","(0.67, 1, 0.4)",,right,0,0.885
22,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1477,0.33,0.4,0.4,0.105,1.0,1.0,"(0.33, 0.4, 0.6)","(1, 1, 0.4)",,left,1,0.3368
23,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1276,0.67,0.4,0.8,0.1477,1.0,0.4,"(0.67, 0.4, 0.6)","(1, 0.4, 0.8)",,right,1,0.4335
24,2023-12-07_14h29.35.564,43,20,Male,0.8,0.105,0.67,0.6,1.0,0.1551,0.33,0.8,"(0.67, 0.6, 0.8)","(0.33, 0.8, 1)",,right,1,0.4423
25,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1103,0.67,1.0,1.0,0.1407,1.0,0.8,"(0.67, 1, 1)","(1, 0.8, 1)",,right,1,0.5224
26,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1103,0.67,0.4,1.0,0.1477,1.0,0.6,"(0.67, 0.4, 1)","(1, 0.6, 1)",,right,1,0.4578
27,2023-12-07_14h29.35.564,43,20,Male,0.8,0.1407,0.67,1.0,1.0,0.134,0.33,1.0,"(0.67, 1, 0.8)","(0.33, 1, 1)",,left,1,0.5134
28,2023-12-07_14h29.35.564,43,20,Male,0.4,0.1,1,0.4,0.6,0.105,0.33,0.4,"(1, 0.4, 0.4)","(0.33, 0.4, 0.6)",,left,0,0.885
29,2023-12-07_14h29.35.564,43,20,Male,0.6,0.1551,0.67,0.4,0.6,0.134,1.0,0.6,"(0.67, 0.4, 0.6)","(1, 0.6, 0.6)",,left,1,0.4905
30,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1276,0.67,0.8,0.8,0.1407,1.0,1.0,"(0.67, 0.8, 1)","(1, 1, 0.8)",,right,1,0.7522
31,2023-12-07_14h29.35.564,43,20,Male,1.0,0.1158,1,0.8,0.6,0.1477,0.33,0.8,"(1, 0.8, 1)","(0.33, 0.8, 0.6)",,right,1,0.6757
