,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_12h35.15.010,37,20,Female,0.8,0.1,1,0.4,0.6,0.1407,0.67,0.4,"(1, 0.4, 0.8)","(0.67, 0.4, 0.6)",,right,1,1.1432
1,2023-12-07_12h35.15.010,37,20,Female,1.0,0.1216,0.67,1.0,0.4,0.1216,0.33,0.8,"(0.67, 1, 1)","(0.33, 0.8, 0.4)",,left,0,0.4261
2,2023-12-07_12h35.15.010,37,20,Female,1.0,0.1,1,0.4,0.6,0.1276,0.33,0.4,"(1, 0.4, 1)","(0.33, 0.4, 0.6)",,right,1,0.3163
3,2023-12-07_12h35.15.010,37,20,Female,1.0,0.105,0.67,1.0,1.0,0.1477,0.67,0.6,"(0.67, 1, 1)","(0.67, 0.6, 1)",,right,1,0.2922
4,2023-12-07_12h35.15.010,37,20,Female,0.6,0.1158,0.67,0.6,0.8,0.1103,0.33,0.8,"(0.67, 0.6, 0.6)","(0.33, 0.8, 0.8)",,left,1,0.2738
5,2023-12-07_12h35.15.010,37,20,Female,1.0,0.1216,0.33,0.8,0.6,0.1477,0.67,0.4,"(0.33, 0.8, 1)","(0.67, 0.4, 0.6)",,right,1,0.2211
6,2023-12-07_12h35.15.010,37,20,Female,0.8,0.1477,0.33,1.0,0.4,0.134,1.0,0.8,"(0.33, 1, 0.8)","(1, 0.8, 0.4)",,left,1,0.1982
7,2023-12-07_12h35.15.010,37,20,Female,0.4,0.1216,1,0.6,0.6,0.1158,1.0,0.8,"(1, 0.6, 0.4)","(1, 0.8, 0.6)",,left,1,0.4468
8,2023-12-07_12h35.15.010,37,20,Female,1.0,0.1216,0.33,0.6,0.6,0.134,0.33,0.6,"(0.33, 0.6, 1)","(0.33, 0.6, 0.6)",,right,1,0.2681
9,2023-12-07_12h35.15.010,37,20,Female,0.6,0.1216,1,1.0,0.8,0.105,0.67,0.4,"(1, 1, 0.6)","(0.67, 0.4, 0.8)",,left,1,0.2526
10,2023-12-07_12h35.15.010,37,20,Female,0.6,0.1477,0.67,0.8,1.0,0.1158,0.67,0.4,"(0.67, 0.8, 0.6)","(0.67, 0.4, 1)",,left,1,0.304
11,2023-12-07_12h35.15.010,37,20,Female,0.6,0.1407,0.67,0.6,0.8,0.1551,1.0,0.4,"(0.67, 0.6, 0.6)","(1, 0.4, 0.8)",,right,1,0.2123
12,2023-12-07_12h35.15.010,37,20,Female,0.8,0.1,0.67,0.6,0.4,0.1103,1.0,1.0,"(0.67, 0.6, 0.8)","(1, 1, 0.4)",,right,1,0.2673
