,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_12h38.24.190,3,,Female,1.0,0.13415861049610206,0.0,0.0,0.19461137781431204,0.0,0,right,1,0.5526032080015284,"(0.0, 0.0, 1.0)","(0.0, 1.0, 0.0)"
1,2023-12-01_12h38.24.190,3,,Female,1.0,0.16802416197394518,0.0,1.0,0.15021323106640877,0.0,0,left,1,0.44479662500089034,"(0.0, 1.0, 1.0, 0.8, 1.0)","(0.0, 1.0, 1.0, 0.8, 1.0)"
2,2023-12-01_12h38.24.190,3,,Female,1.0,0.15307393552033977,0.0,1.0,0.16626037336515337,0.6666666666666666,0,left,0,0.9814672920001613,"(0.0, 1.0, 1.0, 0.6)","(0.6666666666666666, 1.0, 1.0, 0.6)"
3,2023-12-01_12h38.24.190,3,,Female,1.0,0.15622932846794857,0.0,0.0,0.17592300440367356,0.0,0,right,1,0.5351779160009755,"(0.0, 0.0, 1.0)","(0.0, 1.0, 0.0)"
4,2023-12-01_12h38.24.190,3,,Female,0.0,0.17545496662255738,1.0,0.0,0.1961784859849618,0.0,0,right,1,0.933766750000359,"(1.0, 0.0, 0.0)","(0.0, 1.0, 0.0)"
5,2023-12-01_12h38.24.190,3,,Female,1.0,0.15747684261562986,0.6666666666666666,1.0,0.1012727594648577,0.6666666666666666,0,left,1,0.950591250002617,"(0.6666666666666666, 1.0, 1.0, 0.4)","(0.6666666666666666, 1.0, 1.0, 0.6)"
6,2023-12-01_12h38.24.190,3,,Female,1.0,0.1724454229477037,0.6666666666666666,1.0,0.16536116814841562,0.6666666666666666,0,left,1,0.5388877920013329,"(0.6666666666666666, 1.0, 1.0, 0.6)","(0.6666666666666666, 1.0, 1.0, 0.6)"
7,2023-12-01_12h38.24.190,3,,Female,0.0,0.13283623381514312,1.0,0.0,0.1182766427314727,0.0,0,right,0,0.539756624999427,"(1.0, 0.0, 0.0)","(0.0, 1.0, 0.0)"
8,2023-12-01_12h38.24.190,3,,Female,1.0,0.13864739624027847,0.0,1.0,0.1444965473454777,0.0,0,left,0,0.43918995799685945,"(0.0, 1.0, 1.0, 0.8)","(0.0, 1.0, 1.0, 0.2)"
9,2023-12-01_12h38.24.190,3,,Female,1.0,0.19634203652774815,0.3333333333333333,1.0,0.10724668748797299,0.6666666666666666,0,right,0,0.7669065000009141,"(0.3333333333333333, 1.0, 1.0, 0.4)","(0.6666666666666666, 1.0, 1.0, 0.6)"
