,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_12h07.06.979,0,,Female,0.5881299631944024,0.13950843599300183,0.9129828502715754,0.7693435458099878,0.10803076182784876,0.8400023147856528,0,left,1,0.7927894170006766,"(0.5881299631944024, 0.2656602320967714, 0.4340226133396155)","(0.7693435458099878, 0.25508114084984834, 0.7487659071681616)"
1,2023-12-01_12h07.06.979,0,,Female,0.7452180858065799,0.11147707304565359,0.3237005018607544,0.7737819631166203,0.17667775147062878,0.9583746808650895,0,right,1,0.5968783330008591,"(0.3063045189777076, 0.7452180858065799, 0.27938050979799534)","(0.7737819631166203, 0.3421965209994063, 0.4499858115720694)"
2,2023-12-01_12h07.06.979,0,,Female,0.9653510747931467,0.14280518585062246,0.3178650397178482,0.7600831236744823,0.10984717901065516,0.660384526025326,0,left,1,0.913831208999909,"(0.48880178003161623, 0.9653510747931467, 0.4400485807420414)","(0.12790293946859246, 0.15173160843569258, 0.7600831236744823)"
3,2023-12-01_12h07.06.979,0,,Female,0.5630350297261192,0.16814306490348324,0.11696163789184033,0.5084743094356561,0.18102746214628895,0.5862290440195823,0,right,1,0.3917946249985107,"(0.5630350297261192, 0.4030473398715036, 0.026577942123066665)","(0.061066818193560635, 0.2769971878936229, 0.5084743094356561)"
4,2023-12-01_12h07.06.979,0,,Female,0.41921200777904666,0.16970305733189223,0.035991322753738064,0.6419804932573838,0.17215094455203928,0.7914741260970719,0,right,1,0.484749749999537,"(0.41921200777904666, 0.2420255560771003, 0.19322388791356668)","(0.4883029813876636, 0.030097938951251534, 0.6419804932573838)"
5,2023-12-01_12h07.06.979,0,,Female,0.9248537276427589,0.16983074841956797,0.4698301195966207,0.63953292556669,0.14956763994488495,0.8998767198171327,0,left,1,0.4182002500001545,"(0.11305428181574549, 0.9248537276427589, 0.7779023744899755)","(0.63953292556669, 0.2878093262961063, 0.49910364915627764)"
6,2023-12-01_12h07.06.979,0,,Female,0.6080313708323591,0.13222953767845824,0.6844260575554196,0.9494528514563028,0.12246241534218788,0.6882622852652184,0,left,1,0.5761466250005469,"(0.14090702489214071, 0.08519555068870327, 0.6080313708323591)","(0.16961951652951207, 0.053531685802541265, 0.9494528514563028)"
7,2023-12-01_12h07.06.979,0,,Female,0.050144538150506346,0.11074661234483897,0.4672181616757841,0.6704873300292582,0.15726329810487372,0.6051896143920457,0,right,1,0.3644155829988449,"(0.004908211571459116, 0.050144538150506346, 0.041246958484731804)","(0.26796540209113356, 0.41644057172433346, 0.6704873300292582)"
8,2023-12-01_12h07.06.979,0,,Female,0.762139798773067,0.12816259479447265,0.8353960558701821,0.6478457077657054,0.16276347676131936,0.6576737045838927,0,right,1,0.40263012499963224,"(0.762139798773067, 0.3559394518541301, 0.7571125271126743)","(0.24560268114153663, 0.2673068188604849, 0.6478457077657054)"
9,2023-12-01_12h07.06.979,0,,Female,0.8688851076885776,0.12928108194920326,0.14389835400179085,0.7180815461828592,0.12679328292110176,0.7972348898706058,0,left,1,0.5096006669991766,"(0.8688851076885776, 0.7703452463071727, 0.1475619920072811)","(0.5874640464730946, 0.11501999569139924, 0.7180815461828592)"
