,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_14h32.20.498,44,21,Male,0.8,0.134,0.67,0.8,1,0.1407,1,0.8,"(0.67, 0.8, 0.8)","(1, 0.8, 1)",,right,1,0.6182
1,2023-12-07_14h32.20.498,44,21,Male,0.4,0.1,1.0,0.8,0.6,0.1407,0.33,1.0,"(1, 0.8, 0.4)","(0.33, 1, 0.6)",,right,1,0.3356
2,2023-12-07_14h32.20.498,44,21,Male,1.0,0.1551,0.33,0.4,0.8,0.1477,0.67,0.8,"(0.33, 0.4, 1)","(0.67, 0.8, 0.8)",,right,0,0.3798
3,2023-12-07_14h32.20.498,44,21,Male,1.0,0.1551,0.33,0.4,0.6,0.134,0.33,1.0,"(0.33, 0.4, 1)","(0.33, 1, 0.6)",,right,0,0.2631
4,2023-12-07_14h32.20.498,44,21,Male,0.4,0.1477,0.33,1.0,0.6,0.1216,0.33,1.0,"(0.33, 1, 0.4)","(0.33, 1, 0.6)",,right,0,0.3206
5,2023-12-07_14h32.20.498,44,21,Male,1.0,0.1158,1.0,0.6,0.8,0.1,0.33,0.4,"(1, 0.6, 1)","(0.33, 0.4, 0.8)",,right,0,0.3569
6,2023-12-07_14h32.20.498,44,21,Male,0.4,0.105,0.67,0.8,1,0.105,0.33,1.0,"(0.67, 0.8, 0.4)","(0.33, 1, 1)",,right,0,0.4311
7,2023-12-07_14h32.20.498,44,21,Male,1.0,0.1551,0.67,0.8,0.6,0.1551,1,0.6,"(0.67, 0.8, 1)","(1, 0.6, 0.6)",,left,0,0.3791
8,2023-12-07_14h32.20.498,44,21,Male,0.4,0.1477,1.0,0.6,0.8,0.1477,0.33,0.8,"(1, 0.6, 0.4)","(0.33, 0.8, 0.8)",,right,0,0.3384
9,2023-12-07_14h32.20.498,44,21,Male,1.0,0.1276,1.0,0.6,0.4,0.1158,0.33,0.6,"(1, 0.6, 1)","(0.33, 0.6, 0.4)",,right,0,0.4359
