,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-04_14h14.58.680,4,26,Male,0.8,0.1,0.33,0.4,0.6,0.1,0.33,0.8,"(0.33, 0.4, 0.8)","(0.33, 0.8, 0.6)",,right,0,1.438
1,2023-12-04_14h14.58.680,4,26,Male,0.6,0.1407,0.33,1.0,1.0,0.1216,0.67,0.4,"(0.33, 1, 0.6)","(0.67, 0.4, 1)",,left,1,0.7947
2,2023-12-04_14h14.58.680,4,26,Male,0.8,0.1276,1.0,0.4,1.0,0.1216,0.33,1.0,"(1, 0.4, 0.8)","(0.33, 1, 1)",,right,0,0.7384
3,2023-12-04_14h14.58.680,4,26,Male,0.6,0.1103,0.33,0.8,0.4,0.1,0.67,0.8,"(0.33, 0.8, 0.6)","(0.67, 0.8, 0.4)",,right,0,0.6102
4,2023-12-04_14h14.58.680,4,26,Male,1.0,0.1477,0.67,0.8,0.6,0.134,0.33,0.6,"(0.67, 0.8, 1)","(0.33, 0.6, 0.6)",,left,1,0.5118
5,2023-12-04_14h14.58.680,4,26,Male,0.8,0.1551,0.67,0.6,1.0,0.1551,0.67,0.4,"(0.67, 0.6, 0.8)","(0.67, 0.4, 1)",,right,0,0.4859
6,2023-12-04_14h14.58.680,4,26,Male,0.6,0.1276,0.67,1.0,0.8,0.1216,1.0,1.0,"(0.67, 1, 0.6)","(1, 1, 0.8)",,left,1,0.7008
7,2023-12-04_14h14.58.680,4,26,Male,1.0,0.1103,0.67,0.6,0.8,0.1407,0.67,0.6,"(0.67, 0.6, 1)","(0.67, 0.6, 0.8)",,right,1,0.3655
8,2023-12-04_14h14.58.680,4,26,Male,1.0,0.1103,1.0,1.0,0.4,0.1477,0.33,1.0,"(1, 1, 1)","(0.33, 1, 0.4)",,right,1,0.3361
9,2023-12-04_14h14.58.680,4,26,Male,0.6,0.105,0.67,1.0,0.4,0.1,1.0,0.8,"(0.67, 1, 0.6)","(1, 0.8, 0.4)",,left,1,0.3553
