,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_12h11.10.545,,,Female,0.5044515641244698,0.10537671858916792,0.06132010043501834,0.8201207297901536,0.11315679527817335,0.778056981728108,0,right,1,0.4773727920000965,"(0.5044515641244698, 0.24052037416418992, 0.08689137935945782)","(0.5953305933533566, 0.14234403774225501, 0.8201207297901536)"
1,2023-12-01_12h11.10.545,,,Female,0.5113758818420405,0.13308480683368334,0.15601410672493898,0.9437322302654508,0.12460207874061197,0.9706788541076952,0,left,1,0.3701260830002866,"(0.5113758818420405, 0.47963821735008944, 0.014818173873807029)","(0.9437322302654508, 0.19285687181065117, 0.3249560274037904)"
2,2023-12-01_12h11.10.545,,,Female,0.4353013230688445,0.16407586940005292,0.2372381402743119,0.9308511233510167,0.13837876437786994,0.8519709298104503,0,left,1,0.484921833000044,"(0.3093591373924106, 0.4353013230688445, 0.1378672012293977)","(0.9308511233510167, 0.005769241446052455, 0.8274033064115969)"
3,2023-12-01_12h11.10.545,,,Female,0.34008951835738166,0.14234124682734595,0.9467519104982317,0.5096635560378547,0.13192945687054736,0.6170755687027252,0,left,1,0.6991855830001441,"(0.34008951835738166, 0.019617668815978033, 0.1220047511790454)","(0.1441502680353425, 0.2529074996700722, 0.5096635560378547)"
4,2023-12-01_12h11.10.545,,,Female,0.22481761496849606,0.18194937264121136,0.901200099908561,0.90529398145587,0.17602972643859918,0.7058979780158947,0,right,0,0.39823995900042064,"(0.22481761496849606, 0.026955853204042115, 0.144248186969507)","(0.47826125908617395, 0.3467981055063646, 0.90529398145587)"
5,2023-12-01_12h11.10.545,,,Female,0.2080165654783802,0.1607255008673795,0.03630989155441511,0.9832453696577685,0.11685610792300354,0.867023648011434,0,right,0,0.5186187909985165,"(0.2080165654783802, 0.11462279196520689, 0.08860866431284051)","(0.9832453696577685, 0.25649888323198017, 0.8363394627444358)"
6,2023-12-01_12h11.10.545,,,Female,0.0690111691138896,0.11877484656715143,0.2498810273771901,0.8572681235037031,0.14012357331477196,0.9914260561671215,0,right,1,0.3671263750002254,"(0.046465650230381565, 0.0690111691138896, 0.02385566412051312)","(0.8572681235037031, 0.168423372147138, 0.20386006939336362)"
7,2023-12-01_12h11.10.545,,,Female,0.09561644606504549,0.1780122608844562,0.7239429733675803,0.8901668778321901,0.10410689909348775,0.8741805743843335,0,left,1,0.5871301669994864,"(0.05943827010612987, 0.04049553783290945, 0.09561644606504549)","(0.8901668778321901, 0.31944523982751505, 0.7502924519085982)"
8,2023-12-01_12h11.10.545,,,Female,0.5528576966266089,0.1740923349482924,0.19503505061438098,0.6789612614920251,0.15187089155321676,0.8733740361490108,0,left,1,0.5697282090004592,"(0.5002680729753942, 0.5528576966266089, 0.24388918818576572)","(0.6789612614920251, 0.1929767788657123, 0.5622063000407996)"
9,2023-12-01_12h11.10.545,,,Female,0.26714207046306226,0.11527085830383782,0.6521534858759247,0.5125311115768587,0.11495950682561909,0.7074434294054192,0,left,1,1.00081770900033,"(0.024320701187167774, 0.04546536378010717, 0.26714207046306226)","(0.22859909855631233, 0.13663121258902486, 0.5125311115768587)"
