,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-04_13h17.21.572,1,26,Male,0.4,0.1,0.67,1,1,0.134,0.33,0.6,"(0.67, 1, 0.4)","(0.33, 0.6, 1)",,right,1,1.0096
1,2023-12-04_13h17.21.572,1,26,Male,0.6,0.1216,0.67,0.4,0.4,0.1,0.67,1.0,"(0.67, 0.4, 0.6)","(0.67, 1, 0.4)",,left,1,0.3794
2,2023-12-04_13h17.21.572,1,26,Male,1.0,0.1551,0.33,0.8,0.8,0.1103,1.0,0.4,"(0.33, 0.8, 1)","(1, 0.4, 0.8)",,left,1,0.3689
3,2023-12-04_13h17.21.572,1,26,Male,0.6,0.105,0.33,1,0.6,0.1216,0.67,0.6,"(0.33, 1, 0.6)","(0.67, 0.6, 0.6)",,right,1,0.3822
4,2023-12-04_13h17.21.572,1,26,Male,1.0,0.1103,0.33,0.6,1,0.1216,0.67,1.0,"(0.33, 0.6, 1)","(0.67, 1, 1)",,right,1,0.4856
5,2023-12-04_13h17.21.572,1,26,Male,0.6,0.1276,0.33,0.6,0.6,0.1276,1.0,0.8,"(0.33, 0.6, 0.6)","(1, 0.8, 0.6)",,left,0,0.3237
6,2023-12-04_13h17.21.572,1,26,Male,0.4,0.1477,1.0,0.8,0.4,0.1216,0.33,0.8,"(1, 0.8, 0.4)","(0.33, 0.8, 0.4)",,left,1,0.3372
7,2023-12-04_13h17.21.572,1,26,Male,0.8,0.1407,1.0,1,0.4,0.1216,1.0,0.6,"(1, 1, 0.8)","(1, 0.6, 0.4)",,left,1,0.2288
8,2023-12-04_13h17.21.572,1,26,Male,0.6,0.1551,1.0,1,0.8,0.1,0.67,0.4,"(1, 1, 0.6)","(0.67, 0.4, 0.8)",,left,1,0.2842
9,2023-12-04_13h17.21.572,1,26,Male,0.6,0.1216,0.33,0.4,0.4,0.1477,1.0,0.6,"(0.33, 0.4, 0.6)","(1, 0.6, 0.4)",,right,1,0.1831
10,2023-12-04_13h17.21.572,1,26,Male,1.0,0.1103,0.33,1,0.4,0.1216,1.0,1.0,"(0.33, 1, 1)","(1, 1, 0.4)",,left,0,0.3495
11,2023-12-04_13h17.21.572,1,26,Male,1.0,0.1276,0.67,0.4,0.6,0.1,0.33,0.6,"(0.67, 0.4, 1)","(0.33, 0.6, 0.6)",,left,1,0.2837
12,2023-12-04_13h17.21.572,1,26,Male,0.6,0.1276,0.33,0.4,0.8,0.1103,0.67,0.4,"(0.33, 0.4, 0.6)","(0.67, 0.4, 0.8)",,right,0,0.3028
13,2023-12-04_13h17.21.572,1,26,Male,0.4,0.1216,0.33,0.6,1,0.1158,1.0,1.0,"(0.33, 0.6, 0.4)","(1, 1, 1)",,left,1,0.2522
