,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-05_11h42.13.274,8,19,Female,0.8,0.134,0.67,0.8,1,0.1158,0.33,0.6,"(0.67, 0.8, 0.8)","(0.33, 0.6, 1)",,right,0,6.9209
1,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1158,1.0,1.0,0.4,0.1158,0.67,0.8,"(1, 1, 1)","(0.67, 0.8, 0.4)",,left,0,1.8546
2,2023-12-05_11h42.13.274,8,19,Female,0.4,0.1551,0.67,0.6,0.4,0.1,1.0,1.0,"(0.67, 0.6, 0.4)","(1, 1, 0.4)",,left,1,0.5712
3,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1477,0.33,0.4,0.4,0.1551,0.67,1.0,"(0.33, 0.4, 1)","(0.67, 1, 0.4)",,right,1,0.38
4,2023-12-05_11h42.13.274,8,19,Female,0.6,0.134,0.33,0.6,0.8,0.1,1.0,0.8,"(0.33, 0.6, 0.6)","(1, 0.8, 0.8)",,left,1,0.3849
5,2023-12-05_11h42.13.274,8,19,Female,0.4,0.134,1.0,0.4,1,0.1103,1.0,0.4,"(1, 0.4, 0.4)","(1, 0.4, 1)",,left,1,0.7214
6,2023-12-05_11h42.13.274,8,19,Female,0.4,0.1103,1.0,0.6,0.8,0.1407,0.33,0.8,"(1, 0.6, 0.4)","(0.33, 0.8, 0.8)",,right,1,1.0419
7,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1551,0.67,0.6,0.4,0.1216,0.67,0.4,"(0.67, 0.6, 1)","(0.67, 0.4, 0.4)",,left,1,0.3772
8,2023-12-05_11h42.13.274,8,19,Female,0.8,0.1216,0.67,1.0,1,0.134,0.67,0.6,"(0.67, 1, 0.8)","(0.67, 0.6, 1)",,right,1,0.4703
9,2023-12-05_11h42.13.274,8,19,Female,0.8,0.1,1.0,0.4,0.8,0.1407,0.67,0.4,"(1, 0.4, 0.8)","(0.67, 0.4, 0.8)",,right,1,0.4386
10,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1276,0.67,0.8,0.4,0.1216,0.33,0.4,"(0.67, 0.8, 1)","(0.33, 0.4, 0.4)",,left,1,0.4482
11,2023-12-05_11h42.13.274,8,19,Female,0.6,0.105,0.67,1.0,0.4,0.1276,0.33,0.6,"(0.67, 1, 0.6)","(0.33, 0.6, 0.4)",,right,1,0.4394
12,2023-12-05_11h42.13.274,8,19,Female,0.6,0.1551,0.67,0.8,0.4,0.1551,1.0,0.6,"(0.67, 0.8, 0.6)","(1, 0.6, 0.4)",,right,0,0.5002
13,2023-12-05_11h42.13.274,8,19,Female,0.4,0.105,0.67,0.8,0.8,0.1551,0.67,0.6,"(0.67, 0.8, 0.4)","(0.67, 0.6, 0.8)",,right,1,0.4282
14,2023-12-05_11h42.13.274,8,19,Female,0.8,0.105,1.0,0.8,0.4,0.1103,0.67,0.4,"(1, 0.8, 0.8)","(0.67, 0.4, 0.4)",,left,0,0.5478
15,2023-12-05_11h42.13.274,8,19,Female,0.6,0.1551,0.33,0.6,0.4,0.1276,0.33,0.8,"(0.33, 0.6, 0.6)","(0.33, 0.8, 0.4)",,left,1,0.3375
16,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1276,0.33,1.0,1,0.105,0.67,0.6,"(0.33, 1, 1)","(0.67, 0.6, 1)",,left,1,0.3277
17,2023-12-05_11h42.13.274,8,19,Female,0.6,0.1551,1.0,1.0,0.4,0.1276,0.33,0.8,"(1, 1, 0.6)","(0.33, 0.8, 0.4)",,left,1,0.4052
18,2023-12-05_11h42.13.274,8,19,Female,0.6,0.1158,0.67,1.0,0.8,0.1216,1.0,0.4,"(0.67, 1, 0.6)","(1, 0.4, 0.8)",,right,1,0.3236
19,2023-12-05_11h42.13.274,8,19,Female,0.8,0.1551,0.67,0.4,1,0.1477,0.33,1.0,"(0.67, 0.4, 0.8)","(0.33, 1, 1)",,right,0,0.3575
20,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1477,0.33,0.8,0.4,0.134,1.0,0.6,"(0.33, 0.8, 1)","(1, 0.6, 0.4)",,left,1,0.5443
21,2023-12-05_11h42.13.274,8,19,Female,0.8,0.1551,0.33,0.6,0.6,0.1407,0.67,0.6,"(0.33, 0.6, 0.8)","(0.67, 0.6, 0.6)",,left,1,0.304
22,2023-12-05_11h42.13.274,8,19,Female,1.0,0.1407,0.67,0.8,1,0.1216,0.67,0.6,"(0.67, 0.8, 1)","(0.67, 0.6, 1)",,left,1,0.357
23,2023-12-05_11h42.13.274,8,19,Female,0.8,0.1103,1.0,0.6,0.4,0.1407,0.33,0.8,"(1, 0.6, 0.8)","(0.33, 0.8, 0.4)",,right,1,0.3099
24,2023-12-05_11h42.13.274,8,19,Female,0.4,0.1103,0.33,1.0,0.6,0.1158,1.0,0.6,"(0.33, 1, 0.4)","(1, 0.6, 0.6)",,left,0,0.5007
25,2023-12-05_11h42.13.274,8,19,Female,0.4,0.1158,1.0,1.0,1,0.1158,0.33,0.4,"(1, 1, 0.4)","(0.33, 0.4, 1)",,right,0,0.4518
26,2023-12-05_11h42.13.274,8,19,Female,0.4,0.105,0.67,0.8,0.8,0.1103,0.67,1.0,"(0.67, 0.8, 0.4)","(0.67, 1, 0.8)",,right,1,0.5237
