,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_12h53.14.193,2,,Female,0.02608050140620044,0.13802496126652128,0.6351056915176202,0.7086046411803344,0.1351887083883324,0.7895421377808439,0,right,0,0.6204582499995013,"(0.007991875353568361, 0.01141724341753346, 0.02608050140620044)","(0.5667062729711851, 0.1685479531524653, 0.7086046411803344)"
1,2023-12-01_12h53.14.193,2,,Female,0.3391094440065654,0.16607759108559686,0.7935947195615742,0.8448015472033952,0.1567138205247584,0.6353866709409184,0,left,1,0.4409095420014637,"(0.2695790587515298, 0.04749389825390011, 0.3391094440065654)","(0.35764672860879726, 0.4490759324692975, 0.8448015472033952)"
2,2023-12-01_12h53.14.193,2,,Female,0.13276460624432163,0.18454605204163887,0.6056640117164962,0.775139880740332,0.11477436150611264,0.7870540652784821,0,left,1,0.6434128750006494,"(0.05662593569429726, 0.08449390198186431, 0.13276460624432163)","(0.6012631583695096, 0.14895336253258298, 0.775139880740332)"
3,2023-12-01_12h53.14.193,2,,Female,0.39111709024788743,0.15071497145422,0.13701964341131823,0.9084770848332726,0.13549636759479822,0.6497665046593774,0,right,0,0.46066220799912116,"(0.39111709024788743, 0.3312739696224108, 0.05469702703698406)","(0.20672554907279844, 0.2778838369320952, 0.9084770848332726)"
4,2023-12-01_12h53.14.193,2,,Female,0.49442069835624314,0.17951459929267063,0.008146426275064234,0.7115626791520351,0.10353140942407367,0.5404165745537319,0,left,1,0.4787752090014692,"(0.49442069835624314, 0.2388072339722071, 0.22567114335454097)","(0.2790724546340156, 0.6066840387340783, 0.7115626791520351)"
5,2023-12-01_12h53.14.193,2,,Female,0.9213336836337357,0.17613310402643628,0.601882436793785,0.9687605212366713,0.10735066072755683,0.6071872810686406,0,left,1,0.37485587500123074,"(0.08687807176763955, 0.41123545683473556, 0.9213336836337357)","(0.14078958417702717, 0.4362727999530041, 0.9687605212366713)"
6,2023-12-01_12h53.14.193,2,,Female,0.15655847350661467,0.13551100805901511,0.6157321867732428,0.8264646570046503,0.15135623514035626,0.9256674676348191,0,right,1,0.31183358400085126,"(0.020142190027622978, 0.06183194471560084, 0.15655847350661467)","(0.8264646570046503, 0.19074331552071605, 0.4742719786672607)"
7,2023-12-01_12h53.14.193,2,,Female,0.5828859035863001,0.1238034691316443,0.2993159187542834,0.9709018106682195,0.14692971074413191,0.9657779786450251,0,right,1,0.35764704100074596,"(0.29648438871875793, 0.5828859035863001, 0.22303776980467654)","(0.9709018106682195, 0.19594109431325096, 0.35506542741944913)"
8,2023-12-01_12h53.14.193,2,,Female,0.44177100272182057,0.10949581513189066,0.823975634385013,0.7983728637572093,0.19100713759522425,0.7210546224477783,0,right,1,0.4079518750004354,"(0.4184611644445318, 0.02660771656885635, 0.44177100272182057)","(0.34856691096532727, 0.13068031360795576, 0.7983728637572093)"
9,2023-12-01_12h53.14.193,2,,Female,0.46587442606729845,0.11852269907634186,0.11470522485385803,0.5290719483736844,0.1613852172009071,0.7166947338905483,0,right,1,0.3833584999993036,"(0.46587442606729845, 0.3808643654855899, 0.19320409714674439)","(0.34300552008248764, 0.2631988023481438, 0.5290719483736844)"
