,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1407,1,1,0.4,0.1216,0.67,0.4,"(1, 1, 0.4)","(0.67, 0.4, 0.4)",,left,1,0.7445
1,2023-12-05_13h38.39.023,12,23,Male,1.0,0.105,0.33,0.4,1.0,0.1477,1.0,0.4,"(0.33, 0.4, 1)","(1, 0.4, 1)",,right,1,0.289
2,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1103,0.67,0.4,0.4,0.105,1.0,0.8,"(0.67, 0.4, 1)","(1, 0.8, 0.4)",,left,1,0.3525
3,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1216,0.33,0.8,1.0,0.1103,1.0,0.6,"(0.33, 0.8, 0.4)","(1, 0.6, 1)",,right,0,0.2353
4,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1477,1,0.8,0.8,0.1477,1.0,0.8,"(1, 0.8, 0.4)","(1, 0.8, 0.8)",,right,0,0.2443
5,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1103,1,1,0.6,0.1103,1.0,1.0,"(1, 1, 0.8)","(1, 1, 0.6)",,right,0,0.4144
6,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1216,1,0.8,0.8,0.1216,0.67,0.8,"(1, 0.8, 0.6)","(0.67, 0.8, 0.8)",,right,0,0.4374
7,2023-12-05_13h38.39.023,12,23,Male,0.6,0.105,1,0.8,1.0,0.1407,0.67,0.8,"(1, 0.8, 0.6)","(0.67, 0.8, 1)",,right,1,0.2978
8,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1276,0.67,0.4,0.4,0.1407,1.0,0.4,"(0.67, 0.4, 0.4)","(1, 0.4, 0.4)",,right,1,0.5147
9,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1276,0.33,0.4,0.4,0.1158,1.0,0.6,"(0.33, 0.4, 0.6)","(1, 0.6, 0.4)",,left,1,0.3537
10,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1407,0.33,0.8,0.6,0.105,1.0,0.6,"(0.33, 0.8, 1)","(1, 0.6, 0.6)",,left,1,0.3102
11,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1276,1,0.8,0.6,0.1477,0.33,0.8,"(1, 0.8, 0.4)","(0.33, 0.8, 0.6)",,right,1,0.249
12,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1158,1,0.6,0.4,0.134,0.33,1.0,"(1, 0.6, 0.8)","(0.33, 1, 0.4)",,right,1,0.3232
13,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1158,0.67,1,0.4,0.1477,0.33,1.0,"(0.67, 1, 1)","(0.33, 1, 0.4)",,right,1,0.2636
14,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1477,0.67,0.4,0.8,0.1158,1.0,1.0,"(0.67, 0.4, 0.8)","(1, 1, 0.8)",,left,1,0.2783
15,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1407,1,1,0.6,0.134,1.0,0.8,"(1, 1, 0.8)","(1, 0.8, 0.6)",,left,1,0.2856
16,2023-12-05_13h38.39.023,12,23,Male,0.6,0.134,0.67,0.4,0.8,0.1407,0.33,0.8,"(0.67, 0.4, 0.6)","(0.33, 0.8, 0.8)",,right,1,0.2645
17,2023-12-05_13h38.39.023,12,23,Male,0.8,0.105,0.33,0.4,1.0,0.1276,0.33,0.8,"(0.33, 0.4, 0.8)","(0.33, 0.8, 1)",,right,1,0.3274
18,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1477,1,1,0.6,0.1,1.0,0.6,"(1, 1, 1)","(1, 0.6, 0.6)",,left,1,0.1908
19,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1477,1,0.4,0.6,0.1276,1.0,0.8,"(1, 0.4, 0.4)","(1, 0.8, 0.6)",,right,0,0.3085
20,2023-12-05_13h38.39.023,12,23,Male,0.4,0.134,0.67,0.6,0.8,0.1158,0.67,0.6,"(0.67, 0.6, 0.4)","(0.67, 0.6, 0.8)",,left,1,0.268
21,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1407,0.33,1,1.0,0.134,0.67,0.6,"(0.33, 1, 0.6)","(0.67, 0.6, 1)",,left,1,0.3159
22,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1216,0.67,0.8,0.8,0.1216,1.0,0.8,"(0.67, 0.8, 1)","(1, 0.8, 0.8)",,left,0,0.4128
23,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1216,1,1,0.6,0.134,1.0,0.4,"(1, 1, 0.4)","(1, 0.4, 0.6)",,right,1,0.2547
24,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1216,0.67,0.6,0.8,0.1158,0.33,1.0,"(0.67, 0.6, 0.4)","(0.33, 1, 0.8)",,right,0,0.6925
25,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1276,0.33,0.8,0.4,0.1,0.33,0.6,"(0.33, 0.8, 0.8)","(0.33, 0.6, 0.4)",,left,1,0.2812
26,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1,0.33,1,1.0,0.1407,1.0,1.0,"(0.33, 1, 1)","(1, 1, 1)",,right,1,0.256
27,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1158,0.33,0.6,0.8,0.1216,1.0,0.8,"(0.33, 0.6, 0.4)","(1, 0.8, 0.8)",,right,1,0.3881
28,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1551,0.67,1,0.8,0.1407,0.33,0.6,"(0.67, 1, 0.8)","(0.33, 0.6, 0.8)",,left,1,0.2564
29,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1477,0.33,0.4,0.4,0.1103,0.67,0.8,"(0.33, 0.4, 0.6)","(0.67, 0.8, 0.4)",,left,1,0.2717
30,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1216,1,1,0.6,0.1477,0.33,1.0,"(1, 1, 0.6)","(0.33, 1, 0.6)",,right,1,0.2177
31,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1103,1,0.4,0.6,0.1103,0.67,1.0,"(1, 0.4, 1)","(0.67, 1, 0.6)",,right,0,0.3069
32,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1,1,0.4,0.4,0.1477,1.0,0.8,"(1, 0.4, 0.4)","(1, 0.8, 0.4)",,right,1,0.319
33,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1158,0.33,1,1.0,0.1551,0.33,1.0,"(0.33, 1, 0.6)","(0.33, 1, 1)",,right,1,0.2775
34,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1407,0.33,1,0.8,0.1477,1.0,0.4,"(0.33, 1, 1)","(1, 0.4, 0.8)",,left,0,0.2172
35,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1216,0.67,1,0.6,0.134,0.33,0.8,"(0.67, 1, 0.8)","(0.33, 0.8, 0.6)",,right,1,0.3386
36,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1103,1,0.4,1.0,0.1551,1.0,0.8,"(1, 0.4, 0.6)","(1, 0.8, 1)",,right,1,0.3036
37,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1216,0.33,0.8,0.6,0.134,0.67,1.0,"(0.33, 0.8, 1)","(0.67, 1, 0.6)",,right,1,0.3137
38,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1158,0.33,0.4,0.4,0.1103,0.67,0.6,"(0.33, 0.4, 0.6)","(0.67, 0.6, 0.4)",,right,0,0.3297
39,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1216,0.67,0.6,0.4,0.134,0.67,1.0,"(0.67, 0.6, 0.6)","(0.67, 1, 0.4)",,right,1,0.3308
40,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1103,0.33,0.4,0.4,0.1276,0.67,0.8,"(0.33, 0.4, 0.4)","(0.67, 0.8, 0.4)",,right,1,0.3148
41,2023-12-05_13h38.39.023,12,23,Male,0.4,0.105,1,0.6,0.6,0.1407,0.67,0.4,"(1, 0.6, 0.4)","(0.67, 0.4, 0.6)",,right,1,0.3066
42,2023-12-05_13h38.39.023,12,23,Male,0.4,0.105,0.33,0.4,0.8,0.1103,0.67,0.8,"(0.33, 0.4, 0.4)","(0.67, 0.8, 0.8)",,right,1,0.253
43,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1407,0.67,1,1.0,0.105,0.67,0.4,"(0.67, 1, 0.8)","(0.67, 0.4, 1)",,left,1,0.2045
44,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1103,0.33,1,0.4,0.1477,1.0,0.4,"(0.33, 1, 0.6)","(1, 0.4, 0.4)",,right,1,0.2484
45,2023-12-05_13h38.39.023,12,23,Male,0.8,0.105,0.67,0.8,0.6,0.1407,1.0,0.8,"(0.67, 0.8, 0.8)","(1, 0.8, 0.6)",,right,1,0.4005
46,2023-12-05_13h38.39.023,12,23,Male,1.0,0.1477,0.67,0.8,0.8,0.1407,1.0,0.4,"(0.67, 0.8, 1)","(1, 0.4, 0.8)",,left,1,0.2655
47,2023-12-05_13h38.39.023,12,23,Male,0.6,0.1158,0.67,0.6,0.6,0.1276,0.33,1.0,"(0.67, 0.6, 0.6)","(0.33, 1, 0.6)",,right,1,0.3075
48,2023-12-05_13h38.39.023,12,23,Male,0.8,0.1276,1,0.4,1.0,0.1276,0.33,1.0,"(1, 0.4, 0.8)","(0.33, 1, 1)",,left,0,0.2313
49,2023-12-05_13h38.39.023,12,23,Male,0.4,0.1216,1,0.4,0.4,0.1276,1.0,0.4,"(1, 0.4, 0.4)","(1, 0.4, 0.4)",,left,0,0.3263
