,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_13h02.02.304,1,,Female,0.4712181442415275,0.18442933996966582,0.3218274287356381,0.6579894147678536,0.10403129740381524,0.7544681428110523,0,left,1,0.5017113750000135,"(0.08113276521903265, 0.4712181442415275, 0.05220608880844948)","(0.464226187883997, 0.24850747560756273, 0.6579894147678536)"
1,2023-12-01_13h02.02.304,1,,Female,0.30662775731328673,0.18362449306405876,0.4627096332353332,0.6133779921779592,0.12772480253878532,0.9689786029905441,0,left,1,0.3588141660002293,"(0.05752393599099955, 0.30662775731328673, 0.25089272015575803)","(0.6133779921779592, 0.29839169123892584, 0.3570195818027442)"
2,2023-12-01_13h02.02.304,1,,Female,0.9638534437223402,0.19012636207159375,0.7327076852943791,0.775017283737649,0.12589878623421427,0.7056647432998682,0,left,1,0.25325454199992237,"(0.45608293245161513, 0.12283109808378563, 0.9638534437223402)","(0.36904177934066534, 0.24503113719661, 0.775017283737649)"
3,2023-12-01_13h02.02.304,1,,Female,0.19734757947389536,0.11591653039153481,0.42164202201714795,0.8914266170352676,0.16827975309877025,0.5526542078495953,0,right,1,0.25538254200000665,"(0.017793111507612442, 0.19734757947389536, 0.11293042918814711)","(0.07552441111719382, 0.6336625110231463, 0.8914266170352676)"
4,2023-12-01_13h02.02.304,1,,Female,0.20409359616206835,0.18993232562581439,0.5479406184212637,0.6984029340560147,0.1436388518272427,0.5027402278406534,0,right,0,0.3318825839996862,"(0.0520542389581427, 0.16036043130970262, 0.20409359616206835)","(0.29128391879328475, 0.6917093408955207, 0.6984029340560147)"
5,2023-12-01_13h02.02.304,1,,Female,0.18289155464027917,0.10912479472444621,0.2859324255550125,0.9482405549664212,0.18643127582908597,0.8833005193536948,0,right,1,0.3669630419972236,"(0.052885046230124085, 0.18289155464027917, 0.0012153417552598035)","(0.9482405549664212, 0.4656147372151867, 0.8035478308835913)"
6,2023-12-01_13h02.02.304,1,,Female,0.611366904996918,0.14192170302422308,0.795093565227909,0.7781372774044859,0.12681934203432405,0.5276271565167319,0,right,0,0.48072270799821126,"(0.5159986722484126, 0.19570786087657535, 0.611366904996918)","(0.38149910334389664, 0.7123893679127901, 0.7781372774044859)"
7,2023-12-01_13h02.02.304,1,,Female,0.19480963820629826,0.11818519638723986,0.7788227502922783,0.540844382836519,0.15047638193737942,0.6289103360921571,0,right,1,0.36278491700068116,"(0.15031195717118617, 0.05875752210742891, 0.19480963820629826)","(0.2185389762838293, 0.29155339313835965, 0.540844382836519)"
8,2023-12-01_13h02.02.304,1,,Female,0.40705904062292186,0.18127414505095574,0.14982037971644668,0.8551214692679889,0.15190644953210203,0.9596156704326139,0,right,0,0.41794120899794507,"(0.40705904062292186, 0.3705323907449403, 0.04568712539598262)","(0.8551214692679889, 0.20426727176675746, 0.36197313423999544)"
9,2023-12-01_13h02.02.304,1,,Female,0.08800099382418913,0.19496626936470113,0.1101245536109654,0.7146249212269655,0.16303968138171643,0.74327924787904,0,left,1,0.6244911670000874,"(0.08800099382418913, 0.06422931068067779, 0.017930262886309303)","(0.35667802911931323, 0.052158415123203516, 0.7146249212269655)"
