,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_13h05.39.456,7,,Female,0.7230063006580425,0.16504599251745555,0.42618265430073254,0.7833884307610103,0.16369311003363687,0.8525143604273839,0,right,0,0.7931653340019693,"(0.15230324699365824, 0.7230063006580425, 0.47023959303421387)","(0.7833884307610103, 0.23700137756439843, 0.7205068415337944)"
1,2023-12-01_13h05.39.456,7,,Female,0.5100010821045682,0.18878679346869726,0.34721733421722567,0.5243741269494743,0.16783734035468154,0.9971797514219847,0,left,1,0.3483770420025394,"(0.08784706720568025, 0.5100010821045682, 0.12301418750164948)","(0.5243741269494743, 0.18305586457591635, 0.1888314786405745)"
2,2023-12-01_13h05.39.456,7,,Female,0.575486720532939,0.12345548663789366,0.6152771142717207,0.6941990398000388,0.10423109410788968,0.821294705587836,0,left,1,1.096706833002827,"(0.21996738986418868, 0.32958726548909595, 0.575486720532939)","(0.6642592492220891, 0.27970286948766476, 0.6941990398000388)"
3,2023-12-01_13h05.39.456,7,,Female,0.5419018231277601,0.1042689467587467,0.7852991411149448,0.6948664068316358,0.15876190171470114,0.697735431014743,0,right,1,0.5457643340014329,"(0.4310909413298293, 0.15741570091532062, 0.5419018231277601)","(0.3550150917990537, 0.27714692245729555, 0.6948664068316358)"
4,2023-12-01_13h05.39.456,7,,Female,0.8759155182600871,0.11077875839178297,0.5888752088213833,0.8777857928643992,0.11614169698407249,0.7308396364140989,0,left,0,0.767703707999317,"(0.014252948881759361, 0.41643287353767566, 0.8759155182600871)","(0.606473807935148, 0.43660096380600616, 0.8777857928643992)"
5,2023-12-01_13h05.39.456,7,,Female,0.7527951126696348,0.1016229945091189,0.19720640677799506,0.5641261143684009,0.1131543987221432,0.5119285551411967,0,left,0,0.4437527910013159,"(0.6523165828574082, 0.7527951126696348, 0.20444658140105348)","(0.18640760614037655, 0.5370922980489096, 0.5641261143684009)"
6,2023-12-01_13h05.39.456,7,,Female,0.6305494232168404,0.15652040544731607,0.03778714153026863,0.7913008953560969,0.13903455707632784,0.5673549707267308,0,left,1,0.43426245900263893,"(0.6305494232168404, 0.28913901828071853, 0.18903837562569614)","(0.30566578426909785, 0.5950412632092721, 0.7913008953560969)"
7,2023-12-01_13h05.39.456,7,,Female,0.6215121061147617,0.11594531488721274,0.6034230297924176,0.7020225629688094,0.19607409323676717,0.8656141424503538,0,right,1,0.5507858329983719,"(0.160707396331979, 0.3355651907446554, 0.6215121061147617)","(0.7020225629688094, 0.2252695192652642, 0.6096827189702931)"
8,2023-12-01_13h05.39.456,7,,Female,0.6840392827050839,0.11909803989221586,0.10196417470310548,0.5992300050220885,0.14081076231275402,0.5588357480333226,0,right,1,0.6369740839982114,"(0.6840392827050839, 0.5285392724726532, 0.28348796566048867)","(0.2862393693463426, 0.48873977595764256, 0.5992300050220885)"
9,2023-12-01_13h05.39.456,7,,Female,0.6602008032068042,0.16176733624090353,0.8559610091006188,0.6116079380363173,0.1254466358362051,0.7297426626683092,0,left,1,0.5581295420015522,"(0.6602008032068042, 0.2724104037756616, 0.60755203066284)","(0.4076252681984218, 0.2834209360466888, 0.6116079380363173)"
