,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-05_14h01.43.297,17,20,Female,0.4,0.1407,0.33,0.4,1,0.1216,1,0.6,"(0.33, 0.4, 0.4)","(1, 0.6, 1)",,left,1,1.5078
1,2023-12-05_14h01.43.297,17,20,Female,1.0,0.1216,0.33,0.8,0.6,0.1407,0.67,0.6,"(0.33, 0.8, 1)","(0.67, 0.6, 0.6)",,right,1,0.5571
2,2023-12-05_14h01.43.297,17,20,Female,0.6,0.1158,0.67,0.8,0.4,0.1551,1,1.0,"(0.67, 0.8, 0.6)","(1, 1, 0.4)",,right,1,0.5543
3,2023-12-05_14h01.43.297,17,20,Female,0.8,0.134,0.33,0.8,1,0.1551,0.67,0.4,"(0.33, 0.8, 0.8)","(0.67, 0.4, 1)",,right,1,0.5422
4,2023-12-05_14h01.43.297,17,20,Female,0.4,0.134,0.33,1.0,0.4,0.1477,0.67,1.0,"(0.33, 1, 0.4)","(0.67, 1, 0.4)",,right,1,0.4905
5,2023-12-05_14h01.43.297,17,20,Female,1.0,0.1407,1.0,0.4,0.4,0.1276,1,0.6,"(1, 0.4, 1)","(1, 0.6, 0.4)",,left,1,0.5474
6,2023-12-05_14h01.43.297,17,20,Female,0.6,0.134,1.0,0.4,0.4,0.1216,0.67,1.0,"(1, 0.4, 0.6)","(0.67, 1, 0.4)",,left,1,0.5256
7,2023-12-05_14h01.43.297,17,20,Female,0.6,0.1103,0.33,0.4,0.6,0.1477,0.33,0.8,"(0.33, 0.4, 0.6)","(0.33, 0.8, 0.6)",,right,1,0.5421
8,2023-12-05_14h01.43.297,17,20,Female,0.6,0.1216,0.33,0.6,0.6,0.1276,0.67,1.0,"(0.33, 0.6, 0.6)","(0.67, 1, 0.6)",,left,0,1.3455
9,2023-12-05_14h01.43.297,17,20,Female,0.8,0.105,1.0,0.6,1,0.1407,0.67,0.4,"(1, 0.6, 0.8)","(0.67, 0.4, 1)",,right,1,0.6166
10,2023-12-05_14h01.43.297,17,20,Female,0.8,0.1276,0.33,0.8,0.6,0.1477,0.67,0.6,"(0.33, 0.8, 0.8)","(0.67, 0.6, 0.6)",,left,0,0.8074
11,2023-12-05_14h01.43.297,17,20,Female,0.6,0.1276,0.67,0.6,0.6,0.134,0.33,0.8,"(0.67, 0.6, 0.6)","(0.33, 0.8, 0.6)",,left,0,0.663
12,2023-12-05_14h01.43.297,17,20,Female,0.4,0.105,0.67,0.8,1,0.1276,0.33,0.4,"(0.67, 0.8, 0.4)","(0.33, 0.4, 1)",,right,1,0.586
13,2023-12-05_14h01.43.297,17,20,Female,0.6,0.105,1.0,0.6,1,0.1407,0.67,0.4,"(1, 0.6, 0.6)","(0.67, 0.4, 1)",,right,1,0.5358
14,2023-12-05_14h01.43.297,17,20,Female,0.4,0.1477,0.67,0.6,0.8,0.1103,1,1.0,"(0.67, 0.6, 0.4)","(1, 1, 0.8)",,left,1,0.5177
15,2023-12-05_14h01.43.297,17,20,Female,0.4,0.1551,0.33,1.0,1,0.1,0.67,0.6,"(0.33, 1, 0.4)","(0.67, 0.6, 1)",,left,1,0.5147
16,2023-12-05_14h01.43.297,17,20,Female,0.4,0.1477,1.0,0.4,0.8,0.1103,0.67,0.8,"(1, 0.4, 0.4)","(0.67, 0.8, 0.8)",,left,1,0.4683
17,2023-12-05_14h01.43.297,17,20,Female,0.4,0.1158,0.67,0.4,0.8,0.1276,0.33,0.8,"(0.67, 0.4, 0.4)","(0.33, 0.8, 0.8)",,right,1,0.4595
