,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-12-01_23h40.42.868,99,,Female,0.5841124809312073,0.12352593104244078,0.6697080317608725,0.9817309564823833,0.1274404757423578,0.7138121872660528,0,left,0,0.7912521250000282,"(0.267848721895906, 0.26197020831610784, 0.5841124809312073)","(0.6144211329127566, 0.46953452980312216, 0.9817309564823833)"
1,2023-12-01_23h40.42.868,99,,Female,0.8539014815778976,0.12417810797733725,0.7365422509427879,0.5630744286680851,0.12425609586062908,0.7821804426756516,0,left,0,0.5083430000013323,"(0.4765582828418597, 0.20414603335474443, 0.8539014815778976)","(0.42289181447105256, 0.10633056273115277, 0.5630744286680851)"
2,2023-12-01_23h40.42.868,99,,Female,0.7675633039367913,0.11981346332095975,0.08087937344258178,0.9459723821486155,0.1327181673097694,0.5353184961327347,0,right,1,0.6359552499998244,"(0.7675633039367913, 0.40973549761292233, 0.0723791399503538)","(0.09777684782571514, 0.766230437955898, 0.9459723821486155)"
3,2023-12-01_23h40.42.868,99,,Female,0.9796573899944894,0.11910263082796121,0.35138484320538976,0.8248440771972528,0.12316382481513605,0.5268140514763063,0,left,0,0.6103264170014882,"(0.27687130096871165, 0.9796573899944894, 0.352989401112668)","(0.00016813231225453135, 0.6921666577727452, 0.8248440771972528)"
4,2023-12-01_23h40.42.868,99,,Female,0.6282813206262805,0.12211200742849071,0.43509317837330574,0.5203798197563914,0.13691983263483193,0.6552875198676114,0,left,0,0.35317279099763255,"(0.2154210021510654, 0.6282813206262805, 0.4674966143382147)","(0.11518090969556297, 0.14284581697795926, 0.5203798197563914)"
5,2023-12-01_23h40.42.868,99,,Female,0.8319982883059491,0.12982067716155332,0.07948335223227665,0.8490568167500018,0.11167661619222961,0.9586825503922223,0,right,0,0.6488406250027765,"(0.8319982883059491, 0.4185227201861933, 0.04156499113546482)","(0.8490568167500018, 0.04645519093641678, 0.24542390431445602)"
6,2023-12-01_23h40.42.868,99,,Female,0.9414761369780265,0.10742953903088354,0.4743804979625307,0.8408312571913155,0.14092374686643797,0.7502265972120754,0,right,1,0.6469163340007071,"(0.15855854500425254, 0.9414761369780265, 0.8211283839215703)","(0.5871278708025264, 0.3320409989651953, 0.8408312571913155)"
7,2023-12-01_23h40.42.868,99,,Female,0.8401112625276506,0.11071572800557518,0.7491448676381437,0.7447061190679616,0.11767468454464525,0.5539305528861207,0,right,1,0.46266770800139057,"(0.4721534960022356, 0.11167068679678147, 0.8401112625276506)","(0.34476003079842293, 0.6152902370778568, 0.7447061190679616)"
8,2023-12-01_23h40.42.868,99,,Female,0.604669233766761,0.14267486999960413,0.4943561455633172,0.9856950972900129,0.11588394185121048,0.8783794211719508,0,left,1,0.30861175000245566,"(0.08957817732477537, 0.604669233766761, 0.5872266401015865)","(0.9856950972900129, 0.2752357321629215, 0.793674607486313)"
9,2023-12-01_23h40.42.868,99,,Female,0.5451990813992709,0.1313329480219605,0.0021672305388069635,0.8509438219092693,0.11819011280535247,0.7450412645258029,0,left,1,0.41155179099951056,"(0.5451990813992709, 0.1983788380204223, 0.19380958574442742)","(0.5059544134302452, 0.19971619157878553, 0.8509438219092693)"
