,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1477,0.33,1,0.6,0.1,1,0.4,"(0.33, 1, 0.4)","(1, 0.4, 0.6)",,left,1,1.0261
1,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1216,0.33,0.8,1.0,0.105,1,0.8,"(0.33, 0.8, 0.4)","(1, 0.8, 1)",,left,1,0.701
2,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1,0.33,0.6,0.8,0.1276,1,1.0,"(0.33, 0.6, 0.4)","(1, 1, 0.8)",,right,1,0.5438
3,2023-12-06_14h04.05.347,27,22,Male,1.0,0.1276,0.67,0.6,1.0,0.1551,0.67,1.0,"(0.67, 0.6, 1)","(0.67, 1, 1)",,right,1,0.5104
4,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1477,0.67,0.6,0.4,0.105,0.33,1.0,"(0.67, 0.6, 0.4)","(0.33, 1, 0.4)",,left,1,0.4197
5,2023-12-06_14h04.05.347,27,22,Male,0.8,0.134,1.0,0.4,0.8,0.1,0.33,0.6,"(1, 0.4, 0.8)","(0.33, 0.6, 0.8)",,left,1,0.4785
6,2023-12-06_14h04.05.347,27,22,Male,0.6,0.1103,0.67,1,0.8,0.105,0.33,0.8,"(0.67, 1, 0.6)","(0.33, 0.8, 0.8)",,right,0,1.1304
7,2023-12-06_14h04.05.347,27,22,Male,1.0,0.1158,0.67,1,1.0,0.1158,1,0.8,"(0.67, 1, 1)","(1, 0.8, 1)",,left,0,0.8316
8,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1103,1.0,1,0.8,0.1158,0.33,1.0,"(1, 1, 0.4)","(0.33, 1, 0.8)",,right,1,0.7805
9,2023-12-06_14h04.05.347,27,22,Male,0.8,0.1276,0.33,0.4,1.0,0.1551,0.67,0.6,"(0.33, 0.4, 0.8)","(0.67, 0.6, 1)",,right,1,0.6538
10,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1551,0.67,1,0.8,0.1407,0.67,0.4,"(0.67, 1, 0.4)","(0.67, 0.4, 0.8)",,left,1,0.6142
11,2023-12-06_14h04.05.347,27,22,Male,1.0,0.1551,0.67,0.6,1.0,0.1216,0.67,0.4,"(0.67, 0.6, 1)","(0.67, 0.4, 1)",,left,1,0.6034
12,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1407,0.67,1,0.6,0.1103,0.67,1.0,"(0.67, 1, 0.4)","(0.67, 1, 0.6)",,left,1,0.5521
13,2023-12-06_14h04.05.347,27,22,Male,0.4,0.1276,1.0,0.6,1.0,0.1158,0.67,1.0,"(1, 0.6, 0.4)","(0.67, 1, 1)",,right,0,2.272
14,2023-12-06_14h04.05.347,27,22,Male,1.0,0.1216,0.33,0.6,0.4,0.1551,0.33,1.0,"(0.33, 0.6, 1)","(0.33, 1, 0.4)",,right,1,0.9726
