,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-07_12h11.48.480,32,23,Female,1,0.134,0.33,0.6,0.8,0.1276,1,0.4,"(0.33, 0.6, 1)","(1, 0.4, 0.8)",,left,1,0.8843
1,2023-12-07_12h11.48.480,32,23,Female,0.8,0.1158,0.67,0.6,0.4,0.1216,1,0.8,"(0.67, 0.6, 0.8)","(1, 0.8, 0.4)",,right,1,0.6608
2,2023-12-07_12h11.48.480,32,23,Female,0.8,0.1,1.0,0.4,0.4,0.134,1,0.4,"(1, 0.4, 0.8)","(1, 0.4, 0.4)",,right,1,0.5642
3,2023-12-07_12h11.48.480,32,23,Female,1,0.1103,0.67,0.8,0.4,0.1276,0.67,0.6,"(0.67, 0.8, 1)","(0.67, 0.6, 0.4)",,right,1,0.4745
4,2023-12-07_12h11.48.480,32,23,Female,0.8,0.134,0.33,0.4,1.0,0.1103,1,0.4,"(0.33, 0.4, 0.8)","(1, 0.4, 1)",,left,1,0.4044
5,2023-12-07_12h11.48.480,32,23,Female,1,0.1407,0.33,0.6,0.6,0.134,0.67,0.8,"(0.33, 0.6, 1)","(0.67, 0.8, 0.6)",,left,1,0.4366
6,2023-12-07_12h11.48.480,32,23,Female,0.6,0.1158,0.33,0.8,1.0,0.1407,1,1.0,"(0.33, 0.8, 0.6)","(1, 1, 1)",,right,1,0.3925
7,2023-12-07_12h11.48.480,32,23,Female,1,0.1477,0.67,1.0,0.6,0.105,1,0.8,"(0.67, 1, 1)","(1, 0.8, 0.6)",,left,1,0.2764
8,2023-12-07_12h11.48.480,32,23,Female,0.4,0.1407,1.0,0.4,1.0,0.1407,1,0.6,"(1, 0.4, 0.4)","(1, 0.6, 1)",,right,0,0.5154
9,2023-12-07_12h11.48.480,32,23,Female,0.4,0.1407,0.67,1.0,0.6,0.1216,0.67,0.6,"(0.67, 1, 0.4)","(0.67, 0.6, 0.6)",,left,1,0.2824
10,2023-12-07_12h11.48.480,32,23,Female,0.4,0.105,0.33,1.0,0.8,0.105,0.33,0.4,"(0.33, 1, 0.4)","(0.33, 0.4, 0.8)",,right,0,0.3477
11,2023-12-07_12h11.48.480,32,23,Female,0.6,0.105,0.33,1.0,0.6,0.134,0.33,0.6,"(0.33, 1, 0.6)","(0.33, 0.6, 0.6)",,right,1,0.3373
12,2023-12-07_12h11.48.480,32,23,Female,0.8,0.105,0.67,1.0,0.4,0.1407,1,0.4,"(0.67, 1, 0.8)","(1, 0.4, 0.4)",,right,1,0.2671
13,2023-12-07_12h11.48.480,32,23,Female,1,0.1407,0.67,0.6,0.4,0.1,0.33,1.0,"(0.67, 0.6, 1)","(0.33, 1, 0.4)",,left,1,0.2791
14,2023-12-07_12h11.48.480,32,23,Female,0.6,0.1103,0.33,0.8,0.4,0.1551,1,1.0,"(0.33, 0.8, 0.6)","(1, 1, 0.4)",,right,1,0.2985
15,2023-12-07_12h11.48.480,32,23,Female,1,0.105,0.33,1.0,0.4,0.134,0.33,0.6,"(0.33, 1, 1)","(0.33, 0.6, 0.4)",,right,1,0.273
