,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-06_11h16.33.269,24,23,Male,1,0.1216,0.33,0.6,0.4,0.1103,1,0.8,"(0.33, 0.6, 1)","(1, 0.8, 0.4)",,right,0,2.0283
1,2023-12-06_11h16.33.269,24,23,Male,0.8,0.1103,0.67,0.4,1.0,0.1477,1,1.0,"(0.67, 0.4, 0.8)","(1, 1, 1)",,right,1,0.6771
2,2023-12-06_11h16.33.269,24,23,Male,0.4,0.1477,0.67,0.6,0.4,0.134,0.67,0.4,"(0.67, 0.6, 0.4)","(0.67, 0.4, 0.4)",,left,1,1.6195
3,2023-12-06_11h16.33.269,24,23,Male,0.4,0.1103,1.0,0.6,0.4,0.1158,1,0.4,"(1, 0.6, 0.4)","(1, 0.4, 0.4)",,right,1,0.6016
4,2023-12-06_11h16.33.269,24,23,Male,1,0.1,0.33,0.8,0.6,0.105,1,1.0,"(0.33, 0.8, 1)","(1, 1, 0.6)",,right,1,0.5149
5,2023-12-06_11h16.33.269,24,23,Male,1,0.1158,1.0,0.6,0.8,0.134,0.67,1.0,"(1, 0.6, 1)","(0.67, 1, 0.8)",,right,1,0.4961
6,2023-12-06_11h16.33.269,24,23,Male,0.6,0.1477,0.67,0.8,0.4,0.1,0.33,1.0,"(0.67, 0.8, 0.6)","(0.33, 1, 0.4)",,left,1,0.4586
7,2023-12-06_11h16.33.269,24,23,Male,0.8,0.1276,0.67,1.0,0.4,0.1276,0.67,0.6,"(0.67, 1, 0.8)","(0.67, 0.6, 0.4)",,right,0,0.6014
8,2023-12-06_11h16.33.269,24,23,Male,0.8,0.105,1.0,0.8,0.8,0.1477,0.67,1.0,"(1, 0.8, 0.8)","(0.67, 1, 0.8)",,right,1,0.4188
9,2023-12-06_11h16.33.269,24,23,Male,0.6,0.105,1.0,0.6,0.6,0.1,0.33,1.0,"(1, 0.6, 0.6)","(0.33, 1, 0.6)",,left,1,0.4712
10,2023-12-06_11h16.33.269,24,23,Male,1,0.1407,1.0,0.4,0.4,0.134,0.33,0.4,"(1, 0.4, 1)","(0.33, 0.4, 0.4)",,left,1,0.4066
11,2023-12-06_11h16.33.269,24,23,Male,1,0.1,0.33,0.4,0.6,0.1407,1,0.6,"(0.33, 0.4, 1)","(1, 0.6, 0.6)",,right,1,0.3775
12,2023-12-06_11h16.33.269,24,23,Male,1,0.1407,1.0,0.6,0.8,0.1276,1,1.0,"(1, 0.6, 1)","(1, 1, 0.8)",,left,1,0.5085
13,2023-12-06_11h16.33.269,24,23,Male,1,0.1,0.67,0.4,0.6,0.1477,0.67,0.4,"(0.67, 0.4, 1)","(0.67, 0.4, 0.6)",,right,1,0.3941
14,2023-12-06_11h16.33.269,24,23,Male,0.8,0.1216,0.33,0.4,0.8,0.1216,1,0.8,"(0.33, 0.4, 0.8)","(1, 0.8, 0.8)",,right,0,1.6551
15,2023-12-06_11h16.33.269,24,23,Male,1,0.1551,1.0,0.8,1.0,0.134,0.67,0.8,"(1, 0.8, 1)","(0.67, 0.8, 1)",,left,1,0.4523
16,2023-12-06_11h16.33.269,24,23,Male,0.6,0.1,1.0,1.0,0.8,0.1103,0.33,0.6,"(1, 1, 0.6)","(0.33, 0.6, 0.8)",,right,1,1.2204
17,2023-12-06_11h16.33.269,24,23,Male,1,0.1407,0.33,0.6,1.0,0.1407,0.67,1.0,"(0.33, 0.6, 1)","(0.67, 1, 1)",,right,0,0.9496
18,2023-12-06_11h16.33.269,24,23,Male,1,0.1477,0.67,0.6,0.6,0.1216,1,0.8,"(0.67, 0.6, 1)","(1, 0.8, 0.6)",,left,1,0.3846
19,2023-12-06_11h16.33.269,24,23,Male,0.6,0.1216,1.0,1.0,1.0,0.1276,1,1.0,"(1, 1, 0.6)","(1, 1, 1)",,right,1,0.3701
20,2023-12-06_11h16.33.269,24,23,Male,0.8,0.1216,0.33,1.0,0.6,0.134,1,0.8,"(0.33, 1, 0.8)","(1, 0.8, 0.6)",,right,1,0.3775
21,2023-12-06_11h16.33.269,24,23,Male,0.8,0.134,0.33,0.4,0.4,0.1276,0.67,0.4,"(0.33, 0.4, 0.8)","(0.67, 0.4, 0.4)",,left,1,0.4968
22,2023-12-06_11h16.33.269,24,23,Male,1,0.1,0.67,0.4,0.4,0.1477,0.33,0.6,"(0.67, 0.4, 1)","(0.33, 0.6, 0.4)",,right,1,0.3432
23,2023-12-06_11h16.33.269,24,23,Male,0.4,0.1,0.67,0.4,0.8,0.105,0.67,0.4,"(0.67, 0.4, 0.4)","(0.67, 0.4, 0.8)",,left,0,1.5357
24,2023-12-06_11h16.33.269,24,23,Male,0.8,0.134,0.33,0.6,0.6,0.1216,0.67,0.6,"(0.33, 0.6, 0.8)","(0.67, 0.6, 0.6)",,left,1,0.3886
