,time_stamp,id,age,gender,brightness_left,size_left,hue_left,brightness_right,size_right,hue_right,same_size,keypress,correct_choice,reaction_time,color_left,color_right
0,2023-11-30_22h32.51.411,0,22,Female,0.3145552419345261,0.18792432955587507,0.23064186319107338,0.9456200403258817,0.1410936855513595,0.7826025477547156,0,right,0,0.6808269579996704,"(0.25132178862521815, 0.3145552419345261, 0.14982094712287927)","(0.6750751145173937, 0.05679443958284031, 0.9456200403258817)"
1,2023-11-30_22h32.51.411,0,22,Female,0.8314760146948362,0.1622698410090678,0.3623632135980065,0.5196419658337235,0.14741586469462514,0.8547280743385143,0,left,1,0.7668364580003981,"(0.25970120641715977, 0.8314760146948362, 0.35929253175310405)","(0.5196419658337235, 0.11988496435207098, 0.4683257807634772)"
2,2023-11-30_22h32.51.411,0,22,Female,0.17434739008615696,0.15411160641871324,0.9699869611484148,0.986126269545346,0.15496551479444248,0.99757907686796,0,right,1,0.6573047080000833,"(0.17434739008615696, 0.07527600722067583, 0.09311660679880758)","(0.986126269545346, 0.3394692053112081, 0.34886224758301715)"
3,2023-11-30_22h32.51.411,0,22,Female,0.7535452134580067,0.1486680239941954,0.3446911323672517,0.9207938666260627,0.19239520411472547,0.678627329429768,0,right,1,0.49312833399926603,"(0.3420718302408754, 0.7535452134580067, 0.3701124222071953)","(0.2982802607219027, 0.25015235929732044, 0.9207938666260627)"
4,2023-11-30_22h32.51.411,0,22,Female,0.43462056491220746,0.1293106721397102,0.13115107852061936,0.618377010025813,0.1863026033892436,0.7504270301505138,0,right,1,0.4595904590005375,"(0.43462056491220746, 0.3431904783887691, 0.005559734179425642)","(0.4364534783669936, 0.25265585921123296, 0.618377010025813)"
5,2023-11-30_22h32.51.411,0,22,Female,0.535258690623786,0.1784085505394341,0.31911964464487663,0.7582222829185106,0.15093936923765558,0.9208238032703953,0,left,1,0.44929908300036914,"(0.08586562337156228, 0.535258690623786, 0.043967241054709394)","(0.7582222829185106, 0.09155756055941762, 0.40826142382056313)"
6,2023-11-30_22h32.51.411,0,22,Female,0.42072314741884764,0.11918526783418783,0.3253459372467772,0.7291892516499268,0.17183287804021546,0.7832623287448778,0,right,1,0.45863712500067777,"(0.16965679754784882, 0.42072314741884764, 0.1570189377121299)","(0.5255416429294206, 0.0513265165389575, 0.7291892516499268)"
7,2023-11-30_22h32.51.411,0,22,Female,0.36904323292777297,0.15476106138141055,0.19724421735284858,0.5143684497958352,0.1931306429356088,0.5924147698853321,0,right,1,0.7386251250009082,"(0.31476696978588825, 0.36904323292777297, 0.07320384573091944)","(0.17896536521129744, 0.3283912565115713, 0.5143684497958352)"
8,2023-11-30_22h32.51.411,0,22,Female,0.026096361950481595,0.10756165920974121,0.6854163166420988,0.5288976473596791,0.144431873934356,0.615039325283337,0,right,1,0.5286006249989441,"(0.0063148206599573245, 0.00380735408532983, 0.026096361950481595)","(0.2511425645206094, 0.3371811034167353, 0.5288976473596791)"
9,2023-11-30_22h32.51.411,0,22,Female,0.11954496296538508,0.11130995080411082,0.7672748338479389,0.6545416816514986,0.19984506312196876,0.8771132542345863,0,right,1,0.4123667080002633,"(0.09407977477661547, 0.05529587973575461, 0.11954496296538508)","(0.6545416816514986, 0.29181698510521537, 0.559261330509135)"
