,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-06_12h51.07.365,26,24,Male,0.8,0.1407,0.33,0.6,1,0.1158,0.67,0.4,"(0.33, 0.6, 0.8)","(0.67, 0.4, 1)",,right,0,1.5504
1,2023-12-06_12h51.07.365,26,24,Male,0.4,0.1551,1.0,0.8,1,0.1103,0.67,1.0,"(1, 0.8, 0.4)","(0.67, 1, 1)",,left,1,0.5463
2,2023-12-06_12h51.07.365,26,24,Male,1.0,0.1158,0.33,0.4,0.4,0.1407,0.33,1.0,"(0.33, 0.4, 1)","(0.33, 1, 0.4)",,right,1,0.369
3,2023-12-06_12h51.07.365,26,24,Male,0.8,0.1551,0.33,0.8,0.6,0.1477,0.33,1.0,"(0.33, 0.8, 0.8)","(0.33, 1, 0.6)",,left,1,0.564
4,2023-12-06_12h51.07.365,26,24,Male,0.6,0.1477,0.67,0.8,0.6,0.1551,1.0,0.8,"(0.67, 0.8, 0.6)","(1, 0.8, 0.6)",,right,1,0.3583
5,2023-12-06_12h51.07.365,26,24,Male,0.6,0.105,1.0,0.4,0.4,0.1,1.0,0.4,"(1, 0.4, 0.6)","(1, 0.4, 0.4)",,left,1,0.3149
6,2023-12-06_12h51.07.365,26,24,Male,0.4,0.1551,0.67,0.6,1,0.1216,0.67,0.4,"(0.67, 0.6, 0.4)","(0.67, 0.4, 1)",,left,1,0.4762
7,2023-12-06_12h51.07.365,26,24,Male,0.6,0.105,0.67,0.4,0.4,0.1276,1.0,0.4,"(0.67, 0.4, 0.6)","(1, 0.4, 0.4)",,right,1,0.2265
8,2023-12-06_12h51.07.365,26,24,Male,1.0,0.1158,0.67,1.0,0.6,0.134,0.33,1.0,"(0.67, 1, 1)","(0.33, 1, 0.6)",,right,1,0.4032
9,2023-12-06_12h51.07.365,26,24,Male,0.4,0.1407,0.33,1.0,0.4,0.1407,1.0,0.4,"(0.33, 1, 0.4)","(1, 0.4, 0.4)",,left,0,0.3798
10,2023-12-06_12h51.07.365,26,24,Male,0.4,0.134,0.67,1.0,0.4,0.1,1.0,0.6,"(0.67, 1, 0.4)","(1, 0.6, 0.4)",,left,1,0.2784
11,2023-12-06_12h51.07.365,26,24,Male,0.4,0.134,0.67,1.0,0.4,0.1216,0.33,0.6,"(0.67, 1, 0.4)","(0.33, 0.6, 0.4)",,left,1,0.4879
12,2023-12-06_12h51.07.365,26,24,Male,0.8,0.134,0.67,1.0,1,0.1276,0.67,0.8,"(0.67, 1, 0.8)","(0.67, 0.8, 1)",,right,0,0.4446
