,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-05_14h18.44.719,21,20,Female,0.4,0.105,0.67,0.6,0.6,0.1477,0.33,0.4,"(0.67, 0.6, 0.4)","(0.33, 0.4, 0.6)",,right,1,2.4735
1,2023-12-05_14h18.44.719,21,20,Female,0.8,0.1103,0.67,0.4,1.0,0.1276,0.33,0.8,"(0.67, 0.4, 0.8)","(0.33, 0.8, 1)",,right,1,0.6327
2,2023-12-05_14h18.44.719,21,20,Female,0.8,0.1103,1.0,0.6,0.8,0.1477,1.0,0.8,"(1, 0.6, 0.8)","(1, 0.8, 0.8)",,right,1,0.3507
3,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1276,1.0,0.4,0.4,0.1407,1.0,1.0,"(1, 0.4, 0.4)","(1, 1, 0.4)",,right,1,0.2537
4,2023-12-05_14h18.44.719,21,20,Female,0.4,0.134,0.33,0.4,0.4,0.1,0.67,0.8,"(0.33, 0.4, 0.4)","(0.67, 0.8, 0.4)",,left,1,0.423
5,2023-12-05_14h18.44.719,21,20,Female,0.8,0.1103,0.33,0.4,0.6,0.1477,0.33,1.0,"(0.33, 0.4, 0.8)","(0.33, 1, 0.6)",,right,1,0.1969
6,2023-12-05_14h18.44.719,21,20,Female,1.0,0.1477,1.0,0.4,0.6,0.105,0.33,0.4,"(1, 0.4, 1)","(0.33, 0.4, 0.6)",,left,1,0.2314
7,2023-12-05_14h18.44.719,21,20,Female,1.0,0.1103,0.33,1.0,0.6,0.134,0.33,0.8,"(0.33, 1, 1)","(0.33, 0.8, 0.6)",,right,1,0.2939
8,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1,1.0,0.4,0.8,0.134,0.33,1.0,"(1, 0.4, 0.4)","(0.33, 1, 0.8)",,right,1,0.2171
9,2023-12-05_14h18.44.719,21,20,Female,0.4,0.105,0.33,1.0,1.0,0.1216,0.33,0.8,"(0.33, 1, 0.4)","(0.33, 0.8, 1)",,right,1,0.3883
10,2023-12-05_14h18.44.719,21,20,Female,0.6,0.134,1.0,0.8,0.8,0.1407,1.0,1.0,"(1, 0.8, 0.6)","(1, 1, 0.8)",,right,1,0.2107
11,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1551,0.33,1.0,0.4,0.1216,1.0,0.4,"(0.33, 1, 0.4)","(1, 0.4, 0.4)",,right,0,0.2041
12,2023-12-05_14h18.44.719,21,20,Female,0.6,0.134,0.33,0.8,0.4,0.1158,0.33,0.4,"(0.33, 0.8, 0.6)","(0.33, 0.4, 0.4)",,left,1,0.8543
13,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1,0.67,0.4,1.0,0.134,0.67,0.6,"(0.67, 0.4, 0.4)","(0.67, 0.6, 1)",,right,1,0.383
14,2023-12-05_14h18.44.719,21,20,Female,1.0,0.1276,0.33,0.6,0.8,0.1158,1.0,0.4,"(0.33, 0.6, 1)","(1, 0.4, 0.8)",,left,1,0.2501
15,2023-12-05_14h18.44.719,21,20,Female,0.8,0.1477,0.67,0.4,0.8,0.1216,0.67,0.8,"(0.67, 0.4, 0.8)","(0.67, 0.8, 0.8)",,left,1,0.4498
16,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1158,0.33,0.8,0.4,0.1,0.67,0.6,"(0.33, 0.8, 0.4)","(0.67, 0.6, 0.4)",,left,1,0.3191
17,2023-12-05_14h18.44.719,21,20,Female,0.4,0.134,0.33,0.8,0.6,0.1103,0.67,0.4,"(0.33, 0.8, 0.4)","(0.67, 0.4, 0.6)",,left,1,0.2417
18,2023-12-05_14h18.44.719,21,20,Female,0.6,0.105,0.67,0.6,0.6,0.1477,0.67,0.8,"(0.67, 0.6, 0.6)","(0.67, 0.8, 0.6)",,right,1,0.2298
19,2023-12-05_14h18.44.719,21,20,Female,0.4,0.1158,0.33,0.4,0.4,0.1477,0.33,0.6,"(0.33, 0.4, 0.4)","(0.33, 0.6, 0.4)",,right,1,0.2682
