,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-05_13h53.54.437,16,24,Female,0.6,0.134,1,0.4,0.8,0.1158,0.33,1,"(1, 0.4, 0.6)","(0.33, 1, 0.8)",,left,1,0.3302
1,2023-12-05_13h53.54.437,16,24,Female,0.6,0.134,0.67,0.8,0.8,0.1,0.67,0.6,"(0.67, 0.8, 0.6)","(0.67, 0.6, 0.8)",,left,1,0.2077
2,2023-12-05_13h53.54.437,16,24,Female,0.6,0.1103,0.33,0.8,0.6,0.1407,0.33,0.4,"(0.33, 0.8, 0.6)","(0.33, 0.4, 0.6)",,right,1,0.2483
3,2023-12-05_13h53.54.437,16,24,Female,0.8,0.1407,1,1.0,0.6,0.1216,1.0,0.4,"(1, 1, 0.8)","(1, 0.4, 0.6)",,left,1,0.2331
4,2023-12-05_13h53.54.437,16,24,Female,1.0,0.1,1,0.4,0.4,0.1477,1.0,0.6,"(1, 0.4, 1)","(1, 0.6, 0.4)",,right,1,0.2111
5,2023-12-05_13h53.54.437,16,24,Female,0.6,0.1216,1,1.0,0.6,0.1216,0.33,0.8,"(1, 1, 0.6)","(0.33, 0.8, 0.6)",,left,0,0.2141
6,2023-12-05_13h53.54.437,16,24,Female,1.0,0.105,0.67,0.6,0.8,0.1551,0.33,0.6,"(0.67, 0.6, 1)","(0.33, 0.6, 0.8)",,right,1,0.2044
7,2023-12-05_13h53.54.437,16,24,Female,0.4,0.1551,0.33,0.6,1.0,0.1407,1.0,0.4,"(0.33, 0.6, 0.4)","(1, 0.4, 1)",,left,1,0.1726
8,2023-12-05_13h53.54.437,16,24,Female,0.8,0.1551,0.67,0.6,0.4,0.1551,1.0,0.8,"(0.67, 0.6, 0.8)","(1, 0.8, 0.4)",,left,0,0.1884
9,2023-12-05_13h53.54.437,16,24,Female,1.0,0.1276,0.33,0.4,1.0,0.1,0.67,0.4,"(0.33, 0.4, 1)","(0.67, 0.4, 1)",,left,1,0.2328
10,2023-12-05_13h53.54.437,16,24,Female,0.4,0.1216,1,0.8,0.4,0.1,0.67,0.4,"(1, 0.8, 0.4)","(0.67, 0.4, 0.4)",,left,1,0.2236
11,2023-12-05_13h53.54.437,16,24,Female,1.0,0.1276,1,0.8,0.4,0.1216,1.0,0.4,"(1, 0.8, 1)","(1, 0.4, 0.4)",,left,1,0.2168
12,2023-12-05_13h53.54.437,16,24,Female,0.6,0.1407,0.33,1.0,1.0,0.1216,0.33,0.8,"(0.33, 1, 0.6)","(0.33, 0.8, 1)",,left,1,0.2087
13,2023-12-05_13h53.54.437,16,24,Female,1.0,0.1551,0.33,0.8,0.4,0.1158,0.67,1,"(0.33, 0.8, 1)","(0.67, 1, 0.4)",,left,1,0.2647
14,2023-12-05_13h53.54.437,16,24,Female,0.6,0.1276,1,0.4,1.0,0.1103,1.0,0.4,"(1, 0.4, 0.6)","(1, 0.4, 1)",,left,1,0.371
15,2023-12-05_13h53.54.437,16,24,Female,0.8,0.1477,0.33,0.8,1.0,0.1477,1.0,0.6,"(0.33, 0.8, 0.8)","(1, 0.6, 1)",,left,0,0.225
16,2023-12-05_13h53.54.437,16,24,Female,1.0,0.134,0.67,0.8,0.6,0.1158,0.67,0.6,"(0.67, 0.8, 1)","(0.67, 0.6, 0.6)",,left,1,0.2415
17,2023-12-05_13h53.54.437,16,24,Female,1.0,0.105,0.33,0.4,0.4,0.1103,0.33,0.6,"(0.33, 0.4, 1)","(0.33, 0.6, 0.4)",,right,1,0.4626
18,2023-12-05_13h53.54.437,16,24,Female,0.8,0.1407,0.67,0.4,0.6,0.1276,1.0,1,"(0.67, 0.4, 0.8)","(1, 1, 0.6)",,left,1,0.1625
19,2023-12-05_13h53.54.437,16,24,Female,0.8,0.105,0.33,1.0,0.6,0.1276,0.33,1,"(0.33, 1, 0.8)","(0.33, 1, 0.6)",,right,1,0.2997
20,2023-12-05_13h53.54.437,16,24,Female,1.0,0.1,1,0.4,1.0,0.1407,1.0,0.4,"(1, 0.4, 1)","(1, 0.4, 1)",,left,0,0.225
